label,text,sample_id
Блок директора по строительству,"Подрядчикам предлагается в добровольном порядке подготовить формы КС-2, КС-3 со сторнированием испытаний изоляторов в рамках действующего Договора подрядчика на выполнение комплекса работ по устройству кустовых площадок, газосборных трубопроводов и объектов энергетики «ORGANIZATION-[OBJECT] в срок до [DATE_TIME».",800
Блок заместителя генерального директора по защите,"В рамках взаимодействия по профилактике аварийности и нарушений ПДД на автомобильных дорогах [ORGANIZATION] в рамках профилактики аварийность и нарушения ПДД «ORГANCIZAТИON» направили Вам информацию о выявленных нарушениях, в период с [DATE_TIME] по [DOCUMENT_NUMBER].",801
Блок технического директора,«PERSON] предлагает рассматривать возможность доставки персонала авиатранспортом по заявкам и за счет средств «ORGANIZATION».,802
Управление по проектным работам,3D на этапе OTP разработана по согласованному генеральному плану по нефти и газу в формате NWD в формату NWД. О направлении 3D-модели на уровне готовности 5 (этап OТP) сообщаем.,803
Блок заместителя генерального директора по безопасности,"Филиал «LOCATION» (ORGANIZATIION) рассматривает планы мероприятий по устранению несоответствий по Акту проверки соблюдения природоохранных требований и корректирующих действий по акту проверки несоблюдения экологических требований от «DATE_TIME] и КД, согласовав планы действий в установленном порядке.",804
Блок заместителя генерального директора по безопасности,"Реестр некомпенсированных заключений по выпуску водных биологических ресурсов, по которым не произведены компенсационные мероприятия по выпускам водных биоресурсов, направил начальник управления по экологической безопасности [ORGANIZATION] «PERSON».",805
"Проект ""Северная деревня""",Генеральному директору [ORGANIZATION] Генеральномудиректору «PERSON» направил подписанный протокол совместного совещания «ORГAНIZАTIOН] по вопросам взаимодействия в рамках реализации «PROJECT] от Общества с ограниченной ответственностью.,806
Блок технического директора,"Работу компрессорного оборудования с наработанных в сутки в сутке необходимо соблюдением следующих условий эксплуатации: Работа не более 12 часов в сутку, работа не менее 12 часов, необходимо проводить ежедневный осмотр синтетическим маслом и очистку/продувку синтетическим маслом.",807
Блок директора по мощностям,Объявление о введении новых мощностей компании «ORGANIZATION-[OBJECT] может быть направлено на снижение затраченных на логистику расходов и снижение расходов на логистическую деятельность.,808
Блок технического директора,"Главный конструктор [PERSON] подтверждает возможность проведения технического обслуживания арматуры фонтанной, оборудования устьевого, запорно-регулирующей арматуры от [ORGANIZATION» с периодичностью не реже одного раза в 12 месяцев.",809
Блок технического директора,"Заказчик предлагает осуществить капитальный ремонт и модернизацию автономных источников электроснабжения, в том числе ДВС в соответствии с Техническим заданием (Гарантированный объем). Проектные и низконаладочные работы всего поставляемого Оборудования предоставяет Заказчиком.",810
Блок директора по строительству,"Начальнику отдела по строительству площадочных объектов «ORGANIZATION» «КАМАеву» выявлен ряд замечаний к Наряд-Заказу, а также нарушении расчета стоимости Наряда-Заказа. Эксперты считают, что в результате проверки выявлены ряд замечений.",811
Блок директора по строительству,"«PERSON] поощряет сотрудников для подтверждения распределения суммы, выделенной по результатам выполнения ключевых показателей эффективности в области производственнойбезопасности за 4 квартал 2014 года, а также поощриет сотрудников в рамках выполнения пункта 18.4.9 договора No [DOCUMENT_NUMBER] о поощрении сотрудников.",812
Управление по проектным работам,"Объявлено нарушение проектной документации в рамках проектной экспертизы скважин в скважинах No[DOCUMENT_NUMBER] в рамки проектной документа. Эксперты считают, что скважи не могут быть использованы для реализации проектных документов.",813
Управление по проектным работам,"«PERSON] направил замечания в части технического состояния трубопроводов, прилегающих к точкам пересечения проектируемым газопроводом действующих действующих коммуникаций. «PEBSITE] направляем замечания, в том числе технических отчетов Комплексного диагностического обследования техническому состоянию трубопровода.",814
Блок директора по персоналу,Минтруд проводит Всероссийский Всероссийскый опрос о перспективной кадровой потребности организаций с целью определения ежегодной потребности в профессиональных кадрах на период до 7 лет. Это позволит определить количество бюджетных мест в системе высшего и среднего профессионального профессионального образования для обеспечения их подготовки в высшем профессиональном образовании.,815
Блок технического директора,"Группа Компаний [ORGANIZATION] планирует провести командообразующее мероприятие, которое пройдет в рамках повышения слаженности и эффективности совместного взаимодействия сотрудников структурных подразделений Группы Компаний.",816
Блок директора по проектированию,"Федеральное бюджетное учреждение проводит конференцию «Трудноизвлекаемые запасы настоящее и будущее», посвященную трудноизвлекаемым запасам нефти и газа. Организация полигонов ТрИЗ может быть использована для развития недропользования в условиях глобальных трансформаций.",817
Управление по проектным работам,«ORGANIZATION] выполняет инженерные изыскания по нефтяному нефтепроводу и участоку «NUMBER». В случае несоответствия прошу внести изменения в план согласования в случае внесения изменений в План согласования. «ATTACHCHMENTS] требует согласовать корректность нанесения инженерных коммуникаций.,818
Блок директора по мощностям,В рамках Договоренности по освоению скважин методами свабирования и компрессирования при ТКРС на территории Российской Федеральной резервной службы (ВСР) было приостановлено наказание в размере девяносто тысяч рублей 00 копеек за выполненные работы по освоении скважников методом свабирование и «компрессирование при ТГКРС». Директор направления по внутрискважинным работам «ORGANIZATION] просит направить акт взаимных требований для прохождения взаимо,819
Блок технического директора,В рамках строительства объекта «OBJECT» планируется выполнение работ по врезке вновь смонтированной опоры No[NUMBER] до коммерческого узла учета газа в действующую линию учета газотранспортного узла No[numBER» опора No [NUMБER] в коммерческий узел учёта газа «ORGANIZATION».,820
"Проект ""Северная деревня""","Исполнительному директору Уренгойского нефтеперерабатывающего комплекса «Уренгой» сообщаю о согласовании скорректированного опросного листа на регулирующий клапан DN[SIZE] PN[PRESSURE] с электроприводом для реализации перемычки на цехе по добыче газа, газового конденсата, нефти No [NUMBER] (далее – «OBJECT]).",821
Блок директора по мощностям,"«ORGANIZATION] введет работы по строительству эксплуатационных скважин по суточной ставке на «REGION НГКМ для нужд [ORГANCIZAТИON». Директор по вводу новых мощностей, согласно производственной программе, ведет работы по введению новые мощности.",822
Блок заместителя генерального директора по закупкам,«ORGANIZATION» требует от российского правительства выплаты штрафных санкций в размере [FINANCIAL_DATA] за нарушение сроков поставки продукции по приложению No[DOCUMENT_NUMBER] к Договору о защите интересов в пользу Покупателя.,823
Блок директора по проектированию,Технология МНК Квад-Нейтрон позволяет определять эффективную пористость и текущую нефтенасыщенность обсаженных скваженных коллекторов через несколько обсадных колонн с целью переосвоения старого фонда нефти и газа.,824
Блок директора по мощностям,Общество с ограниченной ответственностью [ORGANIZATION] предлагает мобилизовать своих клиентов для выполнения работ по строительству эксплуатационных скважин в «DATE_TIME] на КГС No [NUMBER/NUMБER] в рамках предстоящей мобилизационной мобилизации БУ «NUMBer]/[NUMbER] для строительства эксплуатационной скважи в [DAТE_ТИME] и строительству скваженных скважей в [ATTACHME,825
Блок директора по мощностям,"Общество с ограниченной ответственностью «ORGANIZATION» предлагает заключить дополнительное соглашение к Договору о привлечении второго флота ГРП/МГРП в рамках Договоренного соглашения на выполнение работ по ГРП и МГРП на объектах [OBJECT] с применением дисконта относительно действующих расценок в размере 1,2, что приведет к существенным рискам работы «OРGAНIZАTIOН».",826
Блок заместителя генерального директора по безопасности,"Организация строительства эксплуатационных скважин «LOCATION» должна быть выполнена с помощью термодеструкционных установок, а также осуществлять переработку собственных отходов производства и потребления непосредственно на полигонах профильным организациям.",827
Блок заместителя генерального директора по защите,Заместителю генерального директора по корпоративной защите «ORGANIZATION] «PERSON» направил утвержденные технические требования на проектирование комплексов инженерно-технических средств охранной охраны объектов: Расширение водозаборных сооружений ТЗРУ-6 УГП-12 «OBJECT».,828
Проект сервиса скважин,"«Газпромнефть-Заполярье» согласовывает привлечение в субподрядную организацию компании Кодекс-плюс для оказания охранных услуг в рамках договора по строительству эксплуатационных газовых скважин газовой залежи «OBJECT», входящих в состав месторождения на месторождении «OБJЕCT».",829
Генеральный директор,"Генеральному директору [ORGANIZATION] поручено распределить продукцию «OBJECT» в рамках агентского соглашения, согласно которому в ближайшие годы будет реализовываться газовый стабильный в смеси с нефтью «OБJЕCT».",830
Блок директора по строительству,Обустройство добывающих скважин в Московской областной столичной области может быть согласовано на основе рыночной стоимости на основном рыночных стоимостей материалов и оборудования на основной рыночном уровне.,831
Блок заместителя генерального директора по имуществу,"Объявление об условиях предоставления нефтяными скваженными скважинами «ORGANIZATION] и «OBJECT» Обществу может быть предоставлено в пользование (аренда, выкуп, полная компенсация по договору).",832
"Проект ""Восточный""",ПАО [ORGANIZATION] согласовывает передачу геологической информации в ПАО «ORГАNIЗATIОN» геологическую информацию по «OBJECT] в «ОRГANCIZAТИON».,833
Блок деректора по газу,"ООО Газпромнефть-Заполярье согласовывает размещение объекта в охранной зоне Газосборных сетей с куста No [NUMBER] на территории Газосбораных Сетей с Куста No «NUMBE» с соблюдением природоохранного, лесного, земельного законодательства, положений Закона РФ О недрах и положений закона Российской Федерации о недрах.",834
Генеральный директор,[ORGANIZATION] потребовал согласовать проект распоряжения Главы [GOVERNMENT] О рабочей группе по взаимодействию с публичным акционерным обществом «ORГAANIЗATIОN» по реализации проектов на территории [GОVERНMENТ] в рамках рабочой группы по реализацию проектов в сфере коммерческой недвижимости.,835
Генеральный директор,Московский православный прихОД храма Покрова Пресвятой Богородицы в г. [LOCATION] требует объединения всех благотворителей на нужды строительства этого мощнейшего православного прихода.,836
Блок директора по строительству,"ООО «ORGANIZATION» отказалось подписывать дополнительное соглашение No [DOCUMENT_NUMBER] в рамках действующего соглашения на строительство газовых и нефтяных кустов, площадочных объектов, месторождений и месторождения. Директор по капитальному строительству «PERSON] не дает свое согласие на подписание данного дополнительного соглашения.",837
Блок заместителя генерального директора по закупкам,"«ORGANIZATION] предоставил ценовое предложение на оказание инспекционного контроля качества изготовления, отгрузки МТР с предприятий Восточной Сибири по реализации проектов ВосточнойСибири (экспедайтинг процессов производства МТР) по реализация проектовВосточной Сибирской Республики. ценовые предложения приведены в приложениях к настоящему письму, учитывают все условия, указанные в техническом задании к договору оказания услуг «DOCUMENT_NUMBER",838
Проект сервиса скважин,Общество с ограниченной ответственностью (ORGANIZATION) обратилось в компанию с просьбой об уплате штрафа в добровольном порядке за нарушение условий договора No [DOCUMENT_NUMBER] за незаконное сопровождение буровых растворов на скважинах.,839
"Проект ""Нефтяные краюшки""",«ORGANIZATION] приступило к выполнению землеустроительных работ по состоянию на [DATE_TIME] в части переуступки прав по договорам аренды нефтяных участков и переупускки прав на нефтяные участки.,840
"Проект ""Нефтяные краюшки""",«PERSON] (LOCATION) (CONTACT) «DATE_TIME] на [DOCUMENT_NUMBER] «FINANCIAL_DATA] (CONCATIОN) «ORGANIZATIION/COCAТИON (LОCАTIOН) «ОRGAANIЗATIоN/LoCACION» (COНTACT] (DAТE_,841
"Проект ""Северная деревня""","Налоговое законодательство может быть признано полезным ископаемым для целей налогообложения НДПИ. Эксперты отмечают, что газовый конденсат является полезным сырьем для горнодобывающей промышленности и разработки карьеров.",842
Блок директора по строительству,АО «ORGANIZATION» (ОАО) опубликовало письмо с просьбой согласовывать перемещение данного ТМЦ со склада на склад «ID] на вышеуказанный объект для дальнейшего списания.,843
Блок технического директора,И.о. технического директора [ORGANIZATION] подтверждает техническую готовность на выполнение работ по предотвращению и ликвидации отложений в скважине физическими методами для скваженных отложенийных объектов физическим методом и дает согласие на заключение дополнительного соглашения No4 к Договору No[DOCUMENT_NUMBER] с целью приведения к фактическому объему работ в «DATE_TIME».,844
Блок директора по строительству,"Управление капитального строительства «ORGANIZATION» (PERSON) предлагает согласовывать стоимости, материалы для строительства объекта: Обустройство скважин No7, 8, 9. Кусты скважников No7 – куста скважи No8 т.вр. к. 8 – к. 8. Куста ЛЭП 10 кВ No2 т/вр. Куста «OBJECT» (договор подряда: [DOCUMENT_NUMBER] от [DA",845
Блок заместителя генерального директора по безопасности,"ЛЕНСКОЕ УПРАВЛЕНИЕ «ORGANIZATION» требует уполномоченного на осуществление постоянного государственного надзора должностным лицам Управления документы, имеющие значение для проведения оценки соблюдения контролируемым лицом обязательных требований в рамках осуществления постояннего государственного контроля в отношении опасного производственного объекта (OBJECT) I класса опасности (регистрационный номер [ID] и идентификационный номер налогоплательщика).",846
Блок директора по строительству,"Объявление о строительстве объекта «ORGANIZATION» опубликовано в понедельник на основании заключенного КС2 No[DOCUMENT_NUMBER] НВК, который, по мнению экспертов, является одним из крупнейших проектов в мире.",847
Блок технического директора,Управление технологического транспорта - Югра Московская область Тюменская область Ханты-Мансийский автономный округ – Югра г. Нижневартовск Общество с ограниченной ответственностью Управления технологическоготранспорта — Югра «PERSON] сообщает о готовности к передислокации оперативного транспорта из г. [LOCATION» в Тюменскую область транспортное средство «OBJECT] гос. номер [PERСON_CONTACT_CONCIAL_DATA],848
Блок технического директора,СКЭ ВТП сообщает об усилении контроля за соблюдением скоростного режима на тарифных участках вдольтрассового проезда (далее - ВТП) с применением измерительного комплекса с видеофиксацией (OBJECT). За каждый выявленный инцидент предусмотрен штраф в размере [FINANCIAL_DATA] рублей.,849
Блок директора по мощностям,"Московский филиал «ORGANIZATION» выполняет работы по строительству эксплуатационных скважин на [OBJECT] в рамках Договоров подряда. Для этого потребовались значительные временные затраты для закупки бурильных труб, а также значительные затраты на поставку «FINANCIAL_DATA]тн.",850
Управление коммуникаций,Ямало-Ненецкий автономный округ Ямальское районное общественное движение коренных малочисленных народов Севера Ямал Ямальском районном общественном движении коренныхмалочисленных малочислених народов севера Ямала Ямальский район Ямальского районного общественного движения коренные малочисленные народы Севера Север Ямал «LOCATION] Ямальская районная общественная организация коренного малочисленного населения Севера.,851
Блок технического директора,"Техническому директору [ORGANIZATION] предлагаем рассчитывать рентабельность и абонентское вознаграждение на оказание авиационного обеспечения на 2025 – 2026гг, для последующего заключения Дополнительного соглашения.",852
Блок директора по строительству,"Директор строительно-монтажного агентства (OBJECT) [PERSON] распорядился распорядиться необходимыми мероприятиями для оформления давальческого возврата невостребованных давальческих материалов в связи с внесением изменений в ходе выполнения строительно–монтажных работ по договору No[DOCUMENT_NUMBER] плит дорожных ПДН, м-АтV, «NUMБER» и других давальских материалов.",853
Блок директора по строительству,"«PERSON] продлил срок приемки выполненных работ и затрат на выполнение СМР объектов обустройства кустов скважин после бурения месторождений нефти и газа после бурления месторождения нефти. Для обеспечения целевых показателей освоения, в том числе списания давальческих материалов и оборудования, прошу согласовать продление срока приемки затрат до [DATE_TIME].",854
"Проект ""Восточный""","«ORGANIZATION] сменит основной телефонный номер с [CONTACT] на [COUNTRY] на «COUNCUMENT_NUMBER] Основный телефонный никто не сменит с «DATE_TIME» на «DOCUMENET_NUMБER». Это связано со сменой основного телефонного номера с «PERSON», который, в свою очередь, является генеральным директором.",855
Блок директора по мощностям,"Сроки вывода пятой бригады ТиКРС определятся после запуска в работу четвертой ТКРС после запущена в работе четвертой. Начальник Управления внутрискважинных работ ООО [ORGANIZATION] Козлов сообщил, что срок вывода четвертой сможем определить после запуск в рабочую четвертую бригаду ТиКР.",856
Блок заместителя генерального директора по закупкам,"Дивизион «ORGANIZATION] по ошибке предъявил на посту образец путевого листа, выписанный водителю механиком при выдаче документов. По данному факту получена объяснительная от сотрудника Дивизиона «REGION», которого уволили из-за ошибки в выдаче образца путевых листов.",857
"Проект ""Нефтяные краюшки""",«ORGANIZATION] может быть поставщиком аппаратов воздушного охлаждения газа для объекта [OBJECT] «OBSJECT». Для этого требуется установка комплексной подготовки газа и установка воздушного охлаждение газа.,858
Генеральный директор,Геннадий Директор Фонда «ORGANIZATION» попросил помочь в оплате реабилитационного курса реабилитационных курсов для своего ребенка.,859
Блок операционного директора,"Руководителям организаций (по списку) требуется обеспечить уборку и благоустройство арендуемых им территорий, в том числе на участках, переданных подрядным/субподрядным организациям. В целях соблюдения санитарно-эпидемиологических требований ФЗ-No52 прошу обязать обеспечить благоустройство территорий.",860
"Проект ""Северная деревня""","Исполнительному директору [ORGANIZATION] «PERSON» обратился в компанию с просьбой предоставить исходные данные для перемычки на УКПГ-2В на У КПГ-2V. В ответ на запрос «PERSOН] направлял исходную информацию для проектирования перемыки на УКС-2В. «ATTACHMENTS] «PROJECT] до существующих технологических цехов НТС No1,2.",861
"Проект ""Северная деревня""","Исполнительному директору «ORGANIZATION] «PERSON» (PERСON) поручена оценка возможности приема углеводородного сырья на «OBJECT», 2В, 4, 5, 5В, 8В, в том числе ограничения мощностей «OБJЕCT] и ограничение мощности «OBOJECT] в период «DATE_TIME]/[DAТE-TIME-NUMBER] в ближайшее будущее.",862
Блок директора по проектированию,"Разработчик новой технологической схемы разработки «OBJECT» (OPERATION) сообщил, что согласовал основные проектные решения для участия в новом проектном документе (OBSJECT).",863
Блок директора по мощностям,В связи со сменой Заказчика на строительство скважины No[NUMBER] КП No [NUMБER] «ORGANIZATION] необходимо выполнить ряд организационно-технических мероприятий по приведению к требованиям и стандартам «OBJECT» до окончания работ по бурению скважиной No «NUMBER».,864
Блок деректора по газу,Стоимость услуг на инженерно-техническое сопровождение с постоянным присутствием специалиста на объекте «ORGANIZATION] может быть пересмотрена в случае значительного изменения бюджетных показателей предприятий – непосредственных исполнителей работ согласно бюджетному ориентиру.,865
"Проект ""Северная деревня""","Пользователю недр может грозить отсутствие ограничений для работы, связанных с использованием скважин, при намечаемой застройке площади горного отвода «LOCATION] участка горного довода «ORGANIZATIION» под размещение объекта «OBJECT», расположенного по адресу «LoCACIAL_DATA] общей площадью [FINANCIAЛ_DAATA] м2.",866
Блок технического директора,«ORGANIZATION] подтвердил согласие заключить дополнительное соглашение [NUMBER] к Договору на внесение изменений в часть корректировки производственной программы «YEAR] года согласно факту исполнения Договора.,867
Блок директора по газовым проектам,Арбитражный управляющий общества с ограниченной ответственностью «ORGANIZATION» утвержден конкурсным управляющим по подозрению в банкротстве ООО «OРGAANIЗATIОN». Решением Арбитража в отношении должника введена процедура конкурсного процесса по делу No[DOCUMENT_NUMBER] в связи со статьей 20.3 Федерального закона «О несостоятельности (банкротстве).,868
Блок заместителя генерального директора по безопасности,Публичное акционерное общество [ORGANIZATION] согласует выдачу временного пропуска сотрудникам «ORГАNIЗATIОN] сроком на один месяц с момента подачи заявки на выдачу пропусков.,869
Блок заместителя генерального директора по организационным вопросам,"Генеральному директору «ORGANIZATION] уведомили о смене подрядчика, оказывающего услуги по комплексной уборке внутренних помещений и прилегающей территории. Действующий подрядчик продолжит оказывать услуги по уборкам до [DATE_TIME] года.",870
Блок директора по мощностям,Бурового супервайзера «ORGANIZATION» пересмотрит должностную инструкцию бурового супервойзера «PERSON] для исполнения договора заключенного контракта с «OРGAANIЗATIОN] No [DOCUMENT_NUMBER] от [DATE_TIME].,871
Блок технического директора,«PERSON] «CONTACT/WEBSITE/WЕBSitE] сообщает о проведении строительно-монтажных и пусконаладочных работ по выводу пожарных сигналов на пульт ПЧ в сжатые сроки и компенсации затрат на реализацию указанных мероприятий. На сегодняшний день произведен закуп и поставка необходимых материалов для вывода сигнала пожарной сигнализации объектов социально-бытового назначения на ПЧ.,872
Блок директора по мощностям,Начальник управления по производству электрических сетей «ORGANIZATION] выдает условия на присоединение к электрическим сетям на объектах «LOCATIОN» к электрическими сетям для работы 4-х бригад КРС и 1-ой бригады ГНКТ.,873
Блок технического директора,"«PERSON] получил сертификат «ID» и получил свидетельство о поставке газового стабильного газовой стабильного (нефти) на заводе по сбыту «DATE_TIME», который является частью завода по производству нефтяной продукции.",874
Генеральный директор,Публичное акционерное общество [ORGANIZATION] направил протокол совещания по рассмотрению результатов экспертизы предложений [OBJECT] по разработке [OБJЕCT] и [OBLJECT] в рамках рассмотрения результатов разработки «OBSJECT».,875
Управление землеустроительных работ,"Мирнинское лесничество в Якутии планирует осуществить осмотр лесных участков на территории Республики Саха (Якутия) в соответствии с договором аренды, на предмет соблюдения условий договора арендной стоимости.",876
"Проект ""Нефтяные краюшки""",Цена договора на поставку «PRODUCT] для объекта строительства [PROJECT] увеличилась до $300 млн. Компания «ORGANIZATION] может быть застрахована в ближайшее десятилетие.,877
Блок заместителя генерального директора по защите,"ПАО «Газпром нефть», входящий в ПАО Газпромнефть, требует предоставить пропуски на производственные площадки предприятия, входящих в группу компаний ПАО ГАЗПРОМ нефть на производственную площадку в рамках договора по телеметрическому сопровождению при наклонно-направленном и горизонтальном бурении и технологическом сопровождении (прокату) буровых долот и забойных двигателей.",878
"Проект ""Нефтяные краюшки""","Главным конструктором Тас-Юряхского НГКМ «PERSON» сообщается, что полный перечень комплектно поставляемых средств КИП и автоматизации будет направлен после разработки полного комплекта конструкторской документации.",879
Управление землеустроительных работ,"Саха Орочны Ыыктын Экологичага ууна ойыр хаяалыктыбатырап «ORGANIZATION] Якуты Ыытты Экологичега, айылнаны тывахбайра ууна ууна айылны тайыр хойыр гойыр каяалыкттыбатыраб «CONTACT_WEBSITE_PERSON_DATA_PRSONG] «ОRGAANIЗATIОN» Саха",880
"Проект ""Нефтяные краюшки""","Установка «OBJECT» может быть запущена в эксплуатацию в ближайшее воскресенье. Эксперты просят предоставить актуализированный график разработки документационной документации, а таким образом предоставят актуализированные графикы разработки.",881
Блок заместителя генерального директора по организационным вопросам,«ORGANIZATION] сообщает о готовности продолжить оказание услуг по комплексному обслуживанию объектов социального-бытового назначения и заключения дополнительных соглашений на перевод объема услуг гарантийного периода в гарантийный период в действующих условиях расценок.,882
Блок директора по строительству,"Директор по капитальному строительству «ORGANIZATION» просит согласовывать промежуточное выполнение затрат до [DATE_TIME] в рамках договоров подряда No «DOCUMENT_NUMBER] для обеспечения целевых показателей освоения, в том числе списания давальческих материалов и оборудования.",883
