label,text
Блок директора по мощностям,"Перевоз из негарантированного объема работ в гарантированный объем работ без изменения единичных расценок, общей стоимости и общего объема работ по Договору"
Блок директора по мощностям,ОКПО-Заказа No 4 вступит в силу с момента подписания договора No [DOCUMENT_NUMBER]
Имущественные вопросы,"В соответствии с приказом No ""DOCOMENT NUMBEER"" No ""ДОККУМЕНТ-НЮМБЕР"" (ОРГАНИЕ) отменяется приказ ""Организация и АТИОН"" (приложение 2)"
Блок заместителя генерального директора по защите,Гендиректор по защите корпораций (ОРГАНИЗАЦИЯ) провел проверку по факту нарушения режимов воздушного и внутреннего водного транспорта в [OBJECT]
"Проект ""Нефтяные краюшки""","Установите флажок у «PERSON» на электрическую схему, которая соответствует требованиям Заказчика. Замените преобразователей температуры на термопреобразователи."
Блок заместителя генерального директора по безопасности,В ответ на письмо LOCATION ORGANI ourgANI сообщает ОКПО-NUMENT_NUMBER]
Проект «Обустройство Интересного лицензионного участка»,"Сканированные образцы документов, согласно приложению ""NUBBER"" в архивной папке, направляемы в юридическую консультацию по поводу заключения договоров с приложениями."
"Проект ""Нефтяные краюшки""","В соответствии с договором о поставке оборудования для объекта строительства ATION, который был заключен на основании тендера [DOCUMENT_NUMBER]"
Блок заместителя генерального директора по безопасности,"В соответствии с приказом руководителя государственного надзора в отношении опасного производственного объекта, на котором установлен режим постоянного гос надзора, необходимо представить соответствующие документы в соответствии с графиком"
Блок технического директора,"Направляемый расчет рентабельности и абонентского вознаграждения на оказание услуг по организации авиационного обеспечения на 2025 – 2026гг, для последующего заключения Дополнительного соглашения."
Проект «Обустройство объектов Новой нефти»,"В рамках продления Договора SHIM/PIR, заключенного для выполнения работ по судоводителю и балласту (CHB-3), генеральный директор проекта [PERSON] Исп."
Блок директора по проектированию,Уведомляю вас о прекращении права пользования участками недр местного значения в связи с истечением лицензий на пользование недрами
Блок директора по проектированию,"Замгендиректора по геологии и разработке по Верхневилюганскому НГКМ, заместитель генерального директора по науке и разработкам Сертификат"
Блок директора по строительству,Соорганизаторы форума World Build/State Contract представили свои предложения по улучшению законодательства о закупках в сфере строительства и проектирования
"Блок исполнительного директора по реализации проекта ""Большое месторождение""",В 2021 году ПОО [ОРГАНИЗАЦИЯ] заключило соглашение о сотрудничестве в деле обеспечения передовой перевозки жидких углеводородов (ОБХЕКТ) и железнодорожным транспортом (НОУ) для увеличения пропускной способности и развития прямых маршрутов судоходства.
Блок директора по строительству,На основании заключенного в СБЦ договора поставки материалов в добывающие скважины No[NUMBER] компания согласовала стоимость материалов на основе рыночной стоимости.
"Проект ""Обустройство площадных объектов НГКМ Поменбше""",Объединение: Техническое перевооружение: Замечания на 1 л. в 1 экз. Технические перевооружения: Заметки на 1 ч. в 2 экз.
Блок заместителя генерального директора по безопасности,ОКПО-NUMBER сообщает о снятии с контроля пунктов предписаний на основании поступившего письма от [ORGANI]
Блок директора по строительству,Наименование ТМЛ по проекту Договор подряда КСМ на 1 л. в 1 экз. Инициатор инициатора.
Блок бизнес-директора,В 2024 году газовая транспортная компания (ОРГАНИЗАЦИЯ) приступила к роботизации и внедрению технологического оборудования с использованием искусственного интеллекта
Блок заместителя генерального директора по имуществу,"Генеральному директору ОРГАНИЗАЦИЯ необходимо представить информацию о земельной территории на территории, на которой проживают проживают дома, в муниципальном округе [REGION]"
Управление по проектным работам,Откорректированный ГП по замечаниям генплана КП-5 в формате pdf 2. Откорректированные ГП в формате «LOCATION»
"Проект ""Трубопроводный транспорт Главного НГКМ""","Наименование МТР по спецификации (номера наименования, инн, рнп, мпк) в соответствии с кодом наименования"
"Проект ""Новая нефть""",СТРУКТУРНОЕ ПОДРАЗДЕЛЕНИЕ ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО [ORGANI]
Генеральный директор,В БОКС No 1255 состоится совещание по вопросу перспективного применения трубной продукции группы прочности X80 типа 13Cr в режиме видео-конференц-связи
Блок директора по строительству,"Подрядчик сообщает, что вахтовый ВЖГ подземные коммуникации и обустройства вахтового жилого городка были согласованы до [DATE_TIME]"
Блок заместителя генерального директора по строительству,"""OGANi"" готов подписать добавочный договор в приложении к земельно-земельным участкам No DATE-TIME"
"Проект ""Восточный""","В период с ""ОБЖЕКТ"" и ""OBBER"" руководство Общества согласовано с руководством Общества. На выполнение мероприятий требуется разрешение в установленном законом порядке на фото, видеосъемку и видеоснимку."
Блок директора по персоналу,"Увольнение в ""Организационно-административно-административный комплекс"" по запросу ""PRSON"" по просьбе PRSON"
Блок директора по газовым проектам,"Автобус бахтобий Урал NEXT рок, 4 Тоннебозапавлик MA3 6430C9 рок-музыки, 3 автобус вахтовый КамАЗ ГИРД гос, 4 Вакуумная машина КамАЗа гос, 5 легковой автомобиль гос."
Управление по проектным работам,Обустройство Песчаного месторождения в соответствии с Регламентом организации поставок специального оборудования для создания и эксплуатации систем безопасности [ORGANI]
Блок операционного директора,ОКПО-NUMBER] сообщает CONTACT о сроках проведения комплексов ППиРР на магистральном нефтепроводе
Блок заместителя генерального директора по защите,"На КП 0 км при выезде на вахту вахты был обнаружен работник ""Организации АТИЛИОН"" в должности начальника инженерной службы"
Блок заместителя генерального директора по защите,Замдиректора по корпоративной защите ATION ОКПО-DATA (OCUMENT_NUMBER] на No от Об утверждении технических требований
Проект «Обустройство объектов Новейшей нейти»,В связи с письмом о предоставлении авансов в рамках договоров подряда на строительство резервуарного парка с НДС двумя банками-гарантами возврата заемных средств на 2 млн руб.
"Проект ""Восточный""","В ПАО ""ORGANI.ATION"" передано письмо от БОКС No125, в котором содержится адрес электронной почты, ИНН и ИНН."
Управление землеустроительных работ,Учетная запись на воздушное судно ведется в соответствии с требованиями Федерального закона от [ORGANI] No DATE_TIME]
Подразделение по информационным технологиям,"Во ""Локациях"" состоится семинар-совещение главных и ведущих ученых в ""Регионах"" и ""РЕГИОН"""
Имущественные вопросы,"Утверждение Положения об отчуждении непрофильных активов группы ""Организация Группы Компаний"" и организации ""ОРГАНИАЦИОН"" в новой версии"
"Проект ""Нефтяные краюшки""",Компания LOCATION согласовала проект договора купли-продажи на [NUMBER] в разрезе СПП-элементов строек
Блок операционного директора,ORGANI просит выделить бульдозер для расчистки полигона ТБО [LOCATION] [PERSON]
Блок директора по мощностям,Иностранное общество с ограниченной ответственностью выражает свое согласие на заключение дополнительных соглашений по введению единичных расценок в соответствии с договором от [DATE_NUMBER]
Блок деректора по газу,Управляющий директор по газу и газовому конденсату (OBJECT) Исх просит заключить договор аренды земельного участка в соответствии с договором No [DOCUMENT_NUMBER]
Блок директора по мощностям,"Компания LOCATION сообщает, что для проведения независимой экспертизы по скважине No [DOCUMENT_NUMBER] будет привлечен [ORGANI]"
Блок бизнес-директора,На основании матрицы распределения ответственности между производственными блоками вспомогательного общества (ОРГАНИЗАЦИЯ) разработана матрица распределения функционала и ответственности.
Блок директора по мощностям,На основании договора No [DOCUMENT_NUMBER] сотрудник не был допущен на объект для выполнения профессиональной деятельности по причине наличия в личных вещах пластиковых банок с жевательным табаком.
Управление по проектным работам,В соответствии с Нарядом-заказом No[DOCUMENT_NUMBER] направляем заключение от [OBJECT] на [FINANCIAL_DATA]
Блок технического директора,"Очередной график обслуживания компрессорного оборудования с наработанными моточасов на запрашиваемый календарный год, возможно, с соблюдением следующих условий эксплуатации"
Генеральный директор,"ORGANI сообщает, что на [OBJECT] поступает многомиллионный пакет объемов на [LOCATION]"
Проект «Обустройство объектов Новой нефти»,Компрессорная станцией в АЛК-2 может отказаться от участия в закупках из-за экономических обстоятельств. Заместитель генерального директора - руководитель департамента управления клиентами Isp.
Блок директора по мощностям,"Директор филиала по вводу новых мощностей LOCATION ОКПО [OBJECT] OCUMENT_NUMBER] сообщает, что состояние дорожного полотна не подписываются со стороны полевого персонала [ORGANI]"
Блок директора по проектированию,Компания LOCATION сообщает о предложении на проведение исследований по динамическому мониторингу горизонтальных скважин оптоволоконной системой на насосно-компрессорных трубах с электроцентробежным насосом малого диаметра
Проект «Обустройство объектов Новой нефти»,Отправляйтесь на переговоры о стоимости материалов для строительства объекта. Отправьтесь на переговоры с гендиректором [ОРГАНИЗАЦИЯ] Марком Марком.
"Проект ""Трубопроводный транспорт Главного НГКМ""",Измерение No 1 к Приказу No 1 в дополнение к Договору No [DOCUMENT_NUMBER] от [ДОКУМЕНТ_НОМЕРА] по согласованию с изменением измерения No 1.
Блок деректора по газу,"ОКПО сообщает ORGANI, что доработки по замене газотурбинного двигателя на [LOCATION] невозможны."
Управление коммуникаций,"Отчет об использовании средств благотворительного фонда No [DECUMENT NUMBEER] по договору благотворительного займа No ""Документ-Нюмбер"" в 1 экземпляре"
Блок директора по мощностям,На выполнение работ по освоению скважин методами свабирования и компрессирования при ТКРС не применяются грузозахватное приспособление Бокозахвата
Блок директора по строительству,Инициатор инициатора договора подряда Хамеобаания ТМЦ SAP MSX No DATE_NUMBER]
"Блок исполнительного директора по реализации проекта ""Большое месторождение""",Генеральный директор [ДОКУМЕНТ_НОМЕР] Гендиректора [ОРГАНИЗАЦИЯ] готов рассмотреть возможность передачи в субаренду объектов [OBJECT] респектабельного [PERSON]
Управление землеустроительных работ,Управляющий [ORGANI] генеральному директору (COCUMENT_NUMBER] необходимо указать местоположение и характеристики коммуникаций.
Блок заместителя генерального директора по строительству,"На основании представленного выше проекта дополнительного договора аренды земельного участка No ""DOCOMENT NUMBEER"" готов подписать дополнительное соглашение по приложенному тексту"
Блок директора по мощностям,На скважине No [NUMBER] Мпа зафиксирован переток по за трубному пространству и падение давления до DATE_TIME
Блок директора по газовым проектам,"Отчет об использовании авансовых средств отправлен на электронную почту, а не в полном объеме из-за поломки автотехники. Подтверждающие документы переданы по мере завоза ГСМ."
Блок директора по строительству,"Расширение _DOCUMENT_NUMBER] на участке Уренгойского НГКМ, задание на разработку обоснования безопасности и обосновывающий отчет на проектирование и строительство в части обеспечения пожарной безопасности"
Блок технического директора,Для выполнения ремонта насосного агрегата на объекте [OBJECT] направляется один из специалистов [LOCATION] из [NUMBER]
"Проект ""Южный""",Sandy NGCM на [OBJECT] JAMBGNGMM отправляет письмо с просьбой о согласовании возможного соединения дороги с кустарным No [ДОКУМЕНТ_НОМЕР]
Проект «Обустройство объектов Новой нефти»,Наименование отдела [PERSON] в соответствии с контрактом [ДОКУМЕНТ_НОМЕР] до объекта [ОБЖЕСТ]
Управление коммуникаций,В банке платёжных карт списана платежная накладная No [DECOMENT NUMBAER] - сумма платежа
Управление по проектным работам,В соответствии с протоколом от [OBJECT] для расчета НДС на [NUMBER] необходимо принять [ID] вместо ранее принятых [IID]
Блок технического директора,"Автомобилист на УНГКМ сообщает, что в производственную программу договора включена 1 единица автотранспортной техники, а также длительные сроки оформления пропусков."
Блок директора по мощностям,Управляющий директор по вводу новых мощностей ОКПО-NUMBER] Исп. ourGANI.
"Проект ""Новая нефть""",В рамках договора по созданию и внедрению систем автоматики и систем управления электроснабжением под ключ на [OBJECT] проведена перераспределение сумм для поэтапной оплаты услуг.
"Проект ""Трубопроводный транспорт Главного НГКМ""",Отправляйтесь на переговоры о стоимости материалов для строительства газопровода: газопровод No1 - 1стр. Спецификация No[DOCUCUMENT_NUMBER] ЕДП - 2стр.
Блок технического директора,В соответствии с подписанным ДС-17 к действующему договору No [DATE_TIME] период оказания услуг по выработке электроэнергии на площадках [OBJECT] продлен
"Проект ""Нефтяные краюшки""",В соответствии с требованиями опросного листа на шаровые краны необходимо обеспечить кратковременное понижение температуры до -80 C в режиме аварийного сброса газа.
Блок технического директора,Направляем вам список лиц электроснабжения главного энергетического предприятия (OBJECT) в рамках выполнения работ по монтажу кабельной продукции и установке оборудования на существующей эстакаде.
Блок заместителя генерального директора по имуществу,Территориальное управление размещает уведомление о аукционе для продажи вышеупомянутой федеральной собственности на веб-сайте [WEBSITE] в соответствии с требованиями Федерального закона [DATE_TIME]
Проект «Трубопроводный транспорт Ещё одного НГКМ»,"""Организация ""Органик"" не согласовывала проезд транспорта через КП-1 и выезд на трассу трубопровода ""ОРГАНИОН"""
"Проект ""Восточный""","На основе выводов ОРГАНИЗАЦИЯ Департамент ПОО, РОГ и ПЕРСОН координирует передачу полевых материалов из сейсмических разведочных работ сезона [ЙЕАР] - [OKPO] в соответствии с установленными процедурами."
Имущественные вопросы,"Внесены изменения в Положение о комиссии по управлению непрофильными активами группы ""Организация Группы"" по вопросу управления непрофильным активами и порядке их отчуждения"
Блок заместителя генерального директора по строительству,"На данном этапе рассмотрения проекта дополнительного договора аренды земельного участка No DATE-TIME генеральный директор ОГН ""ОГРН"" (PERsON)"
Проект «Обустройство объектов Новой нефти»,"ORGANI сообщает о заключении Договора на оказание услуг по шеф-монтажным и пуско-наладочным работам в рамках стоимости, определенной по итогам конкурентных процедур по отбору поставщика оборудования."
Блок директора по строительству,Очередной приказ о внесении изменений в программу проверок в соответствии с постановлением Правительства Российской Федерации от [DATE_TIME] No [DOCUMENT_NUMBER]
Блок директора по портфелю,В рамках запроса об оценке эффективности инвестиций в реконструкцию объекта САП [ОБЕКТ] прошу поручить ответственным специалистам как можно скорее разработать и направить соответствующие планы поставок нефти в [DATE_Time]
Генеральный директор,МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ [ORGANI] просит выделить грейдер для грейдирования улиц [LOCATION]
Блок заместителя генерального директора по закупкам,"По ошибке выписанный на посту образец путевого листа сотруднику Дивизиона уволили из-за того, что он выдал на посту путевой лист."
"Проект ""Восточный""","В соответствии со ст. 4 закона ""О налоге и сборах"" сумма НДФЛ за неообъемлемые запасы углеводородов на неоом-юридской территории составила НДФЛ"
Проект «Трубопроводный транспорт Ещё одного НГКМ»,"Откройте сайт ""ОРГАНИИАТИОН"" (OrganI ATION) на сайте компании ""PERSONE"" (CONTACT) и выберите ""DATTE-TIME"" (CATTE_TIME) для проезда через ВТП-3, а также выезд из ДП-2 на трассу трубопровода ""Органион"". Пропускной режим на территории производства и иного объекта No [Person] в 1 экземпляре."
Блок технического директора,DATE_TION сообщает о распределении конденсата газового стабильного газа на [OBJECT] в соответствии с пунктом 1.1.
Управление по проектным работам,В рамках выполнения инженерных изысканий по наклад-заказу No[DOCUMENT_NUMBER] согласовали привлечение субподрядной организации для выполнения ИИ
Управление по проектным работам,В ответ на замечания к схеме газосборной сети DATE_TIME откорректированы ответы на замечания в адресной строке [OBJECT]
"Проект ""Обустройство площадных объектов НГКМ Поменбше""",В дополнение к Приказу No [NUMBER] к контракту No]DOCUMENT_NUMIT были внесены изменения
Блок заместителя генерального директора по защите,"ORGANI сообщает, что в период с DATE_TIME было зафиксировано нарушение ПДД в соответствии с указаниями руководства."
Проект «Трубопроводный транспорт Ещё одного НГКМ»,"""ОРГАНИ"" не согласовывают проезд транспорта по территории ""ОБЮКТ"" и выезд из него на трассу трубопровода ""ОБУМБЕР"""
Управление по проектным работам,"В РД марки ЛТ на ННП вложены два варианта: план, профиль, СЗС и новая точка подключения через тройник."
Блок директора по персоналу,Управляющие системами (перечень) направляют инструкции по размещению заявок на 14 л. в 1 экз. Подписные документы направляемы по приложению.
Имущественные вопросы,"Утверждение Положения о порядке приватизации непрофильного актива группы компаний ""Организация ОРГАНИОН"" и ликвидность в дочерних обществах"
Блок заместителя генерального директора по защите,"Пропускной и внутриобъектовый режимы на [OBJECT] запрещены, а вахтовый персонал был обнаружен в состоянии алкогольного опьянения"
Управление землеустроительных работ,В Следственный комитет по аграрным вопросам по итогам парламентских слушаний рекомендовали обеспечить вовлечение в хозяйственный оборот неиспользуемых земель
Блок заместителя генерального директора по безопасности,"В соответствии с требованиями Федерального закона от [DATE] No [NUMBER] на автомобильных дорогах и входящих в состав автодорог, проводится комплекс целевых мер по предотвращению ДТП."
Подразделение по информационным технологиям,"В ""Локатории"" состоится семинар с главными метрологами и ведущими специалистами в ""Регионах"" и ""РГАОН"""
Генеральный директор,"Вышел в свет ежегодный выпуск книг Фонда Книжки, посвященных детям с ограниченными возможностями зрения. В следующем году Фонд планирует подарить маленьким читателям к звуковому оформлению и музыкальному сопровождением."
Проект «Обустройство объектов Новой нефти»,"Откройте сайт компании ""ОРГАНИЯ и АТИОН"" на сайте компании ""PЕНТАТ"". Напишите письмо от ""DATE TIME"" (DUCUMENT_NABBER'а) от DATE TIM от ADUNT-NME."
Блок директора по мощностям,"ОКПО-NUMBER-DATA сообщает, что дебиторская задолженность составляет [FINANCIAL_DATA] руб."
Блок директора по мощностям,"Ущербные замечания не привели к негативным последствиям, и в ходе проверки были устранены все замечания, которые привели к негативному результату."
Блок директора по персоналу,"В Пуровском регионе ежегодно проводится российское обследование работодателей, которое началось 1 апреля [DATE_TIME] и завершится 15 июня этого года"
Управление землеустроительных работ,Счетная Механика сообщает о времени и месте рассмотрения плана развития горных работ на 2025 год по участку No 1 по основанию заявления о предоставлении государственной службы по согласованию планов и схем разработки полезных ископаемых
Блок директора по мощностям,ADOCUMENT_NUMBER] получил штраф в размере FINANCIAL_DATA от [DATE_TIME]
Управление землеустроительных работ,"В 2025 году рассмотрение плана разработки и разработки месторождений полезных ископаемых состоится по адресу [OCMENT NUMBEER] по адресу: [DETET_TIME] - ""PERSONE"" (FINANcyal DATA)"
Блок директора по строительству,Утверждается заключение договора на выполнение работ по инженерной подготовке объектов кластера [OBJECT] в соответствии с договором No[DOCUMENT_NUMBER]
Блок директора по мощностям,В рамках второго Технологического саммита TNF Эффективные решения для нефтегаза в эл- виде будут представлены материалы о втором технологическом саммите в энергетической столице России
Блок директора по строительству,Информацию о проведении экспертизы сметной документации в рамках поручения в целях сокращения капитальных затрат компании ПАО [ORGANI] передали в ОКПО-NUMBER
Управление по проектным работам,"В ТАиМ на проектирование СИКН, согласованное со всеми заинтересованными сторонами, поступила информация о том, что TAиМ не соответствует действительности"
Управление по проектным работам,ОКПО-Юряхский НГКМ направляет на рассмотрение и согласование технологической схемы компрессорного цеха по адресу адресу: DATE_TIME]
Генеральный директор,Утверждается протокол совещания по рассмотрению результатов экспертизы предложений [ORGANI] на [FINANCIAL_DATA].
Блок технического директора,"В соответствии с протоколом технического совещания по сокращению непроизводительного времени, сепарационные установки на объектах Заказчика смонтированы в полном объеме"
Блок директора по строительству,На сайте https://www.coNTACT.com.com в разделе finished our ork
Блок директора по портфелю,Направляем завизированный Департаментом по электронной почте запрос на продление исполнения поручения председателя Правления. Направляем письмо от DATE_TIME.
Блок директора по строительству,"Информацию о результатах работы в области ПЭБ, ОТ и ГЗ в рамках договора с DATE_TIME прислали в FIANCIAL_DATA"
Блок заместителя генерального директора по безопасности,На основании письма от DATE_TIME руководитель проекта Обустройство площадных объектов [OBJECT] просит вас рассмотреть и предоставить скриншоты трека TC из СМА БРД за период стажировки.
Блок директора по газовым проектам,"На контрольно-надзорное мероприятие от ""ОРГАНИЗАЦИОН"" назначены уполномоченные лица. В качестве уполномоченных лиц могут выступить законные представители граждан, представителей организаций и уполномоченных представителей."
Блок заместителя генерального директора по организационным вопросам,С целью оперативного контроля за строительством газопровода внешнего транспорта проводятся систематические выезды руководящих сотрудников проекта на место производства работ. Спросите об этом у генерального директора по организационным вопросам
Блок заместителя генерального директора по закупкам,Изменяются банковские реквизиты в соответствии с переводом на Единный ОБС с [OBJECT] в [ORGANI]
Подразделение по информационным технологиям,"В ""Локатории"" состоится семинар-заседание главных и ведущих экспертов в ""Регионах"" и ""РЕГИОН"""
Блок технического директора,Исх сообщает DATE_TIME о возможности заключения ДС No2 в соответствии с договором No2 о предотвращении отложений в скважине
Генеральный директор,"На территории аэропорта Плеханово состоится открытие Мемориала, на котором увековечены имена сорока одного тюменского авиатора, не вернувшегося с войны."
Блок заместителя генерального директора по безопасности,"Начальник управления по промышленной безопасности, ГО и ЧС [ORGANI] Филиал ОКПО-NUMBER] отправлен по электронной почте на адрес [CONTACT]"
Блок заместителя генерального директора по безопасности,"В соответствии со статьей 80 Федерального закона от 31 июля 2020 года в ОПО должны быть представлены документы и документы, подтверждающие, что они соответствуют требованиям No [DOCUMENT_NUMBER]"
Проект «Обустройство объектов Новой нефти»,"""ДС-1"" договорился с ООО ""ОРГАНИ"" на заключение договора по монтажу и наладке объекта ""ОБЖЕКТ"""
Блок директора по строительству,Компания LOCATION сообщает о согласовании цен на поставку материалов по адресу: CUMENT_NUMBER]
Блок директора по мощностям,"На КП No [NUMBER] не передана линия опор ЛЭП в полном объеме, а работы не ведутся, не ведется ли буровая установка."
Блок директора по мощностям,Ущерб от штрафа за нарушение условий договора No [DOCUMENT_NUMBER] в размере 00 копеек обоснованен
Блок директора по мощностям,"Исх сообщает, что компания [ORGANI] одобрила проект Дополнительного соглашения No [DOCUMENT_NUMBER]"
Блок заместителя генерального директора по имуществу,Спорная плата за аренду дизельных генераторов в месяц составляет [ФИНАНЦИАЛЬНАЯ ДАТА] без НДС и без НДС
"Блок исполнительного директора по реализации проекта ""Большое месторождение""","Гендиректор ""Организации и транспорта"" No DATETE TIMME No [DECOMENT NUMBEER] в соответствии с приказом ""Пенерсон"""
Блок заместителя генерального директора по организационным вопросам,Инициатор инициирует заключение дополнительного соглашения на увеличение срока вахты для сотрудников Исполнителя на объекте Уренгойского НГКМ
Управление по проектным работам,На ИИ откорректированное Задание на выполнение инженерных изысканий с приложениями к нему загружено [DATE_TIME]
Блок директора по строительству,ORGANI сообщает ourgANI urgun uick outh ork ATION'
"Проект ""Нефтяные краюшки""",В связи с невыполнением обязательств по поставкам АВО было доавансировано производство по запросу Покупателя и Принципала в соответствии с условиями договора.
Блок директора по газовым проектам,"В соответствии с определением арбитражного суда No ""DOCINT NUMBEER"" по делу ""ЛОКАТИНИ"" арбитражные управляющие могут запрашивать информацию о должниках, контрагентах и обязательствах должника по отношению к должнику"
