label,text,sample_id
Блок технического директора,"[ORGANIZATION] [ADDRESS] Тел. Многоканальный: [CONTACT] Факс: [CONTACT] E-mail: [CONTACT] (По общим вопросам) E-mail: [CONTACT] (Продажи и подбор оборудования) Сайт: [WEBSITE] [ID] No [DOCUMENT_NUMBER] от [DATE_TIME] О заключении доп. соглашений по внедрению систем внутрикабинной видеоаналитики Уважаемый [PERSON]! Между [ORGANIZATION] (Заказчик) и [ORGANIZATION] (Исполнитель) заключены договоры на оказание услуг по прокату и обслуживанию установок электроприводных лопастных насосов (установок погружных электрощентробежных насосов) [DOCUMENT_NUMBER] от [DATE_TIME], [DOCUMENT_NUMBER] от [DATE_TIME] (далее – Договоры). В настоящее время в адрес [ORGANIZATION] поступили дополнительные соглашения о включении в Договоры обязательств Исполнителя по оснащению транспортных средств (далее – ТС) системами внутрикабинной видеоаналитики (далее – ВКА) и обязательств Заказчика по компенсации данных затрат с целью исполнения обновленных корпоративных требований производственной безопасности [ORGANIZATION]. [ORGANIZATION] высоко ценит партнерские отношения, сложившиеся между нашими компаниями, и подтверждает готовность подписать направленные в наш адрес дополнительные соглашения к Договорам. Тем не менее, принимая во внимание, что [ORGANIZATION] не располагает собственным автомобильным парком, а арендует транспорт вместе с экипажем, и наличие таких факторов как удаленность месторождений, длительность процедур по заключению договорных отношений с субподрядными организациями и получению пропусков на персонал субподрядных организаций просим Вас рассмотреть возможность изменения срока по обеспечению транспортных средств системами видеоаналитики внутрикабинного пространства согласно подпункту [DATE_TIME] до [DATE_TIME]. Кроме того, важно подчеркнуть и то обстоятельство, что обозначенными дополнительными соглашениями не определен порядок действий при внештатных ситуациях (выход из строя ВКА, регламентное время на устранение неисправностей, допуск автомобиля при выходе из строя ВКА, отсутствие покрытия мобильной связью/интернетом и прочее). Учитывая вышеизложенное, [ORGANIZATION] сообщает о возможности подписания указанных дополнительных соглашений к Договорам в представленной редакции при увеличении периода внедрения ВКА на объектах [ORGANIZATION] до [DATE_TIME], а также предлагает совместно обсудить порядок взаимодействия сторон при исполнении требований Заказчика в части ВКА для исключения спорных ситуаций. Рассчитываем на понимание и дальнейшее взаимовыгодное сотрудничество! Исполнительный директор [PERSON] менеджер отдела продаж по сервисным и прокатным проектам [CONTACT], доб. [NUMBER] [CONTACT] Заканчивание скважин Механизированная добыча Наземные насосные системы Альтернативная энергетика Аренда Прокат Сервис Ремонт Обучение Реинжиниринг [PERSON] [SEP] «ORGANIZATION» заключил дополнительное соглашение по внедрению систем внутрикабинной видеоаналитики для транспортных автомобилей и транспортных средств с целью исполнения обновленных корпоративных требований производственной безопасности.",1786
Проект «Обустройство объектов Новейшей нейти»,"""Commercial Project for a deal of the public"".components! В соответствии с договором-заказчиком No, я направляю ведомость на выполнение строительных и монтажных работ на объекте. Пожалуйста, рассмотрите представленную ведомость, согласуйте стоимость МТ. [SEP] В соответствии с договором-заказчиком я направляю ведомость на выполнение строительных и монтажных работ на объекте, согласовав стоимость МТ и согласовывая стоимость строительства.",1787
Блок директора по строительству,"[ORGANIZATION] [LOCATION] Адрес для корреспонденции: [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER]/[DATE_TIME]/[NUMBER] на No от [ORGANIZATION] согласовании технических условий на присоединение и алгоритма компенсации затрат Уважаемый [PERSON]! Рассмотрев проект технических условий (далее - ТУ) на присоединение к электрическим сетям [ORGANIZATION] для обеспечения электроэнергией временного жилого городка [ORGANIZATION] на [NUMBER] км [OBJECT] (далее - ВЗиС) на давальческой основе, а также предложенный заказчиком алгоритм компенсации затрат за переданную электроэнергию (письмо [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER]) в рамках реализации объекта [OBJECT] в составе проекта [OBJECT] по договору с [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER]/[NUMBER]/[NUMBER]/[NUMBER]/[NUMBER] сообщаем следующее. [ORGANIZATION] согласовывает алгоритм компенсации затрат путем ежемесячного удержания стоимости переданной электроэнергии в формах КС-2 и КС-3 за выполненные строительно-монтажные работы на [OBJECT] и условия, отраженные в вышеуказанных ТУ, на присоединение к сетям [ORGANIZATION]. При этом дополнительно сообщаем, что по п. 11.1 ТУ электроснабжение ВЗиС [NUMBER] км от точки присоединения заказчика, указанной в п. 7 ТУ, до КТП 10/0,4 ВЗиС [NUMBER] км будет выполнено воздушной линией, проходящей по эстакаде. Заместитель генерального директора по объектам инженерной части [PERSON] [CONTACT] ([CONTACT]) [CONTACT] [ORGANIZATION] Руководитель проекта Трубопроводный транспорт [OBJECT] [PERSON] [ORGANIZATION] Директор Филиала [LOCATION] [PERSON] [SEP] «ORGANIZATION] согласовывает алгоритм компенсации за переданную электроэнергию за выполненные строительно-монтажные работы на давальческой основе в рамках реализации ВЗиС «NUMBER] км «OBJECT» на давалическую основе, а также предлагает согласовывать условия компенсации.",1788
Управление коммуникаций,[ORGANIZATION] Ямало-Ненецкий автономный округ Ямальский район [ORGANIZATION] Ямальское районное общественное движение коренных малочисленных народов Севера [LOCATION] От [DATE_TIME] No [DOCUMENT_NUMBER] Генеральному директору [ORGANIZATION] В.Б. [PERSON] Уважаемый [PERSON]! [ORGANIZATION] направляет вам отчет о целевом использовании денежных средств по договору о благотворительной помощи No [DOCUMENT_NUMBER] от [DATE_TIME] г. [ATTACHMENTS] [SEP] Ямало-Ненецкий автономный округ Ямальский район Ямальское общественное движение коренных малочисленных народов Северного Кавказа «LOCATION] Ямальского районного общественного движения коренныхмалочисленных малочислених народов Северо-Восточной Сибири (LOCION) обратилось в Ямал о целевом использовании денежных денежных средств в благотворительную помощь No [DOCUMENT_NUMBER] в рамках договора о благотворительной помощи No «DATE_,1789
Блок технического директора,"[ORGANIZATION] нефть Общество с ограниченной ответственностью [ORGANIZATION] Энергосистемы (ООО [ORGANIZATION] Энергосистемы) Юридический адрес: [LOCATION] Адрес для корреспонденции: [LOCATION] тел.: [CONTACT] e-mail: [CONTACT] ОГРН [ID], ИНН [ID] на [DATE_TIME] _**от** _** Об участии и сотрудничестве в процессе подготовки КПРА Уважаемый [PERSON]! [ORGANIZATION] накоплен значительный опыт и компетенции по эксплуатации, инжинирингу / реинжинирингу и решению практических задач различной сложности для систем энергоснабжения активов ДО РиД. В рамках оказания услуг по направлению энергетики (сети, генерация, тепло) специалистами [ORGANIZATION] успешно решаются не только базовые задачи обеспечения надежной эксплуатации энергооборудования, но и прочие камеральные инженерные задачи, например, такие как: 1. инжиниринговое сопровождение по планированию / реконструкции объектов энергетики в рамках процесса операционного и инвестиционного планирования (включая КПРА, СИП, БП и т.д.); 2. расчет и формирование профилей перспективных электрических нагрузок в рамках процессов актуализации / пересмотра предпосылок опций ГРР, Бурение, ГТМ, База, с проработкой вариантов развития и оптимизации; 3. распределение перспективных электрических нагрузок добычи и бурения по центрам питания 6(10) кВ и выше, при разбивке профиля добычи УВ, жидкости, закачки по кустам в разрезе опций; 4. разработка оптимальной модели загрузки энергетической сетевой инфраструктуры, поиск и внедрение мероприятий сокращения затрат ДО на энергоснабжение; 5. разработка и обоснование мероприятий повышения надежности на основе опыта эксплуатации, отказов оборудования и оценки риска влияния на копию: Директор по перспективному развитию и управлению портфелем [ORGANIZATION] [PERSON] Генеральному директору [ORGANIZATION] [PERSON] производственный процесс добычи с учетом вариантов развития при формировании программы строительства и реконструкции инфраструктуры. Предлагаем Вам рассмотреть возможность участия профильных секторов [ORGANIZATION] в цикле КПРА-2025, для активов на стадии эксплуатации [ORGANIZATION] (Чаянда, Ень-Яха, Несуобое м/р) и выполнить разработку раздела Энергообеспечение с защитой на уровне Общества и КЦ на безвозмездной основе. В качестве шаблона по направлению энергетики предлагаем использовать согласованные с Управлением энергетики РиД ПАО [ORGANIZATION] типовые слайды раздела Энергообеспечение КПРА ( [ATTACHMENTS] [SEP] Энергетический рынок нефтяной отрасли (ТЭК) в ближайшее десятилетие станет крупнейшим энергетическим концерном в мире по производству нефтяных активов до РиД.",1790
"Проект ""Трубопроводный транспорт Главного НГКМ""","[ORGANIZATION] Адрес местонахождения: [LOCATION] Тел.: [CONTACT], e-mail: [CONTACT] Адрес местонахождения Обособленного подразделения No1: [LOCATION]; Адрес местонахождения Обособленного подразделения No2: [LOCATION]; Адрес местонахождения Обособленного подразделения No3: [LOCATION]. Тел.: [CONTACT], факс: [CONTACT], ОГРН [ID], ИНН [ID], www.[DOMAIN] [DATE_TIME] No [DOCUMENT_NUMBER] О согласовании стоимости МТР закупаемых через платформы Айсорс Уважаемый [PERSON]! В ответ на Ваше исх. [DOCUMENT_NUMBER] от [DATE_TIME] О согласовании стоимости МТР, закупаемых Подрядчиком у [ORGANIZATION], сообщаю следующее: В соответствии с Дополнительным соглашением No2 к рамочному договору подряда No [DOCUMENT_NUMBER] от [DATE_TIME], предусмотрены следующие пункты: 8.36. Подрядчику не требуется согласовывать с Заказчиком стоимость материалов, отсутствующих в Приложении Прейскурант цен МТР и Оборудования в случае закупки Подрядчиком материалов непосредственно у [ORGANIZATION]. 8.37. Если Подрядчик закупил МТР в соответствии с пунктом 8.36, он направляет Заказчику после покупки материалов: - универсальные передаточные документы (УПД), подтверждающие приобретение материалов; - ведомость отсутствующих МТР с пометкой, что покупка МТР произведена через [ORGANIZATION]. При этом, [ATTACHMENTS] [SEP] Подрядчику не требуется согласовывать с Подрядчиком стоимость МТР закупаемых через платформы Айсорс в случае покупки непосредственно у [ORGANIZATION] через Айсорсе. При этом Подрядчика не требует согласовываться с Заказчиком с стоимостью МТР, отсутствующих в Приложении Прейскурант цен МТР и Оборудования.",1791
Проект «Трубопроводный транспорт Ещё одного НГКМ»,"Контактная информация АДРЕС НОМЕР_ТЕЛЕФОНА], электронная почта: [АДРЕС_ЭЛ_ПОЧТЫ], DOC: [ФИНАНСОВЫЙ_ИДЕНТИФИКАТОР], OHN: [ФИНАНСОВЫЙ_ИДЕНТИФИКАТОР], INN/CAT: [ФИНАНСОВЫЙ_ИДЕНТИФИКАТОР], дата: [ДАТА], номер: [НОМЕР_ДОКУМЕНТА], ответ: [НОМЕР_ДОКУМЕНТА], получатель: менеджер проекта Tube Transport Other NANM, GON P_11, [ИМЯ _ЧЕЛОВЕКА АДРЕС_ЭЛ_ПОЧТЫ]. Уважаемый г-н [ИМЯ_ЧЕЛОВЕКА], в ответ на Ваш запрос No [НОМЕР_ДОКУМЕНТА] от [ДАТА], мы хотели бы сообщить вам, что LLC [НАЗВАНИЕ_КОМПАНИИ] не позволяет вашему транспорту пройти через пункт 1 с последующим путешествием через Дог-2 (20 км) до трубопроводного маршрута. Мы предлагаем вам воспользоваться дорожной походкой ОГС [НАЗВАНИЕ_КОМПАНИИ] через точку 3 ( км). Все транспортные средства должны быть оборудованы искрой, и персонал должен иметь документы, подтверждающие, что он прошел подготовку по вопросам пожаротушения. Если вы согласны с этими условиями, пожалуйста, в письменной форме подтвердите их. Следует отметить, что в мае и июне на создание VTP с этого завода будут действовать временные ограничения на транспортировку оборудования в связи с весенним наводнениям, произошедшим на сайте [ЛОКАЦИЯ]. Мы рекомендуем вам заранее указать возможность поездки в соответствии с ВТП. При выдаче своих пропусков просьба указать следующие данные: Глобальный фонд автомагистралей Транспортного совета и паспортной дорожно-транспортной системы наряду с информацией о партиях груза и их пригодности для перевозки автомобилей (рассчитывать по заявкам ATTACHMENTS]. [SEP] В связи с весенним наводнением, произошедшим на сайте АДРЕС, мы предлагаем вам воспользоваться дорожной походкой ОГС «НАЗВАНИЕ_КОМПАНИИ» через точку 3 с последующим путешествием через Дог-2 (20 км) до трубопроводного маршрута.",1792
Проект сервиса скважин,"[ORGANIZATION] [OBJECT] [PERSON] [LOCATION] [CONTACT] [DATE_TIME] [DOCUMENT_NUMBER] на [OBJECT] Уважаемый [PERSON]! Сообщаем, что в целях оптимизации некомпенсируемых затрат [ORGANIZATION], принято решение с [DATE_TIME] г. закрыть столовую на базе [OBJECT]. Просим, принять к сведению по отношению к персоналу и подрядным организациям [ORGANIZATION] проживающему на базе [OBJECT]. Директор филиала [PERSON] Тел вн.: [CONTACT] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат [ID] Владелец [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] [SEP] Директор филиала филиала «ORGANIZATION» принял решение закрыть столовую на базе [OBJECT] в целях оптимизации некомпенсируемых затраченных денежных затрат.",1793
Блок директора по строительству,"[DATE_TIME] исх. No [DOCUMENT_NUMBER] Начальнику управления капитального строительства [ORGANIZATION] [PERSON] О доставке автокрана Уважаемый [PERSON]! В дополнение к письму за исх. No[DOCUMENT_NUMBER] от [DATE_TIME] прошу Вас согласовать допуск приобретенного [ORGANIZATION] крана на автомобильном шасси [OBJECT], VIN No[ID], гос. рег. знак [LOCATION], грузоподъемностью [FINANCIAL_DATA] на [OBJECT] без права эксплуатации до [DATE_TIME]. С уважением, Генеральный директор [PERSON] Исп.: [PERSON] тел.: [CONTACT] e-mail: [CONTACT] [SEP] Начальник капитального строительства [ORGANIZATION] попросил согласовать допуск крана на «OBJECT» без права эксплуатации до [DATE_TIME] без права пользования до «DAТE_ТИME».",1794
Генеральный директор,"[ORGANIZATION] Публичное акционерное общество [ORGANIZATION] Адрес для почтовой корреспонденции: [LOCATION] Юридический адрес: [LOCATION] тел.: [CONTACT], факс: [CONTACT], телекс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] Уважаемые коллеги! Департамент [ORGANIZATION] ([PERSON]) рассмотрел обращение [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] и направляет утвержденную повестку очной технической сессии по рассмотрению технико-экономических предложений [ORGANIZATION] по разработке [OBJECT] и [OBJECT], запланированной на [DATE_TIME] на площадке [ORGANIZATION] в г. [LOCATION], и итогового совещания в формате видеоконференции под руководством первого заместителя начальника Департамента [ORGANIZATION] ([PERSON]), запланированного на [DATE_TIME]. Просим [ORGANIZATION] обеспечить организацию технической сессии в соответствии с утвержденной повесткой. Информацию по ответственному за организацию технической сессии, список участников и материалы просим направить на электронный адрес [CONTACT] в срок до [DATE_TIME]. [ATTACHMENTS] [SEP] Публичное акционерное общество [ORGANIZATION] просит обеспечить организацию очной технической сессии по рассмотрению технико-экономических предложений, запланированных на [DATE_TIME] в формате видеоконференции под руководством первого заместителя начальника Департамента ([PERSON), запланированного на ближайшую неделю.",1795
Блок директора по мощностям,"Телефон: [CONTACT] E-mail: [CONTACT] ОКПО: [ID] ОГРН: [ID] ИНН: [ID] КПП: [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от На начальники управления по бурению [ORGANIZATION] [PERSON] [LOCATION] e-mail: [CONTACT] Уважаемый [PERSON]! В ответ на Ваше письмо No [DOCUMENT_NUMBER] от [DATE_TIME] сообщаем, что не согласны с предъявленными в письме требованиями ввиду следующего: 1. По акту No [DOCUMENT_NUMBER] от [DATE_TIME] непроизводительное время было связано с отказом телесистемы, принадлежащей подрядчику [ORGANIZATION]. При этом, какого-либо расследования при участии Заказчика и Подрядчика ([ORGANIZATION]) с установлением причин инцидента и виновности - не представлено. Претензии к оборудованию и работе персонала Подрядчика отсутствуют. В связи с вышеперечисленным, отнесение ответственности за непроизводительное время на [ORGANIZATION] по акту No [DOCUMENT_NUMBER] считаем необоснованным. 2. По акту No [DOCUMENT_NUMBER] от [DATE_TIME] непроизводительное время составило [FINANCIAL_DATA] ч. Согласно разделу 2 Договора Подрядчик компенсирует затраты Заказчику, понесенные во время непроизводительного времени по вине Подрядчика, накопленного по скважине свыше 6-ти часов. В данном случае непроизводительное время менее 6-ти часов, в связи с чем вменяемая в адрес Подрядчика ответственность - неправомерна. На основании изложенного, учитывая отсутствие оснований для ответственности Подрядчика просим предъявляемые требования отозвать. Надеемся на понимание и дальнейшее взаимовыгодное сотрудничество. Исполнительный директор [DOCUMENT_SIGNED_ELECTRONICALLY] Сертификат [ID] Владелец [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] Доверенность No [DOCUMENT_NUMBER] [PERSON] Исп. [PERSON] Тел. [CONTACT] Эл. почта: [CONTACT] [SEP] Начальники управления по бурению «ORGANIZATION» просят отозвать предъявляемые ранее требования, связанные с непроизводительным временем по скважине свыше 6-ти часов. На основании этих требований просим отозваться, учитывая отсутствие оснований для ответственности Подрядчика за непроизводительное время.",1796
Блок заместителя генерального директора по безопасности,"[ORGANIZATION] ЗАМЕСТИТЕЛЬ ГЕНЕРАЛЬНОГО ДИРЕКТОРА ПО ПРОИЗВОДСТВЕННОЙ БЕЗОПАСНОСТИ [ORGANIZATION] [CONTACT]. [PERSON] 629809, [LOCATION] нахель V, д. 4 Адрес для корреспонденции: [LOCATION] тел.: [CONTACT] e-mail: [CONTACT] [ID] [DATE_TIME] г. [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] от [DOCUMENT_NUMBER] согласии на заключение ДС Уважаемый [PERSON]! В дополнение к исходящим нисбам [DOCUMENT_NUMBER], [DOCUMENT_NUMBER], [DOCUMENT_NUMBER] от [DATE_TIME] года, в целях обеспечения требований, предъявленных миграционным законодательством Российской Федерации, перенаправляя на территории Российской Федерации, [ORGANIZATION] выражае свое согласие на заключение дополнительных соглашений к договорам на оказание услуг по контролю состояния электробезопасности на объектах подрядных организаций для [ORGANIZATION]: * [DOCUMENT_NUMBER] от [DATE_TIME] года; * [DOCUMENT_NUMBER] от [DATE_TIME] года. С уважением, [PERSON] [CONTACT] [ORGANIZATION] [SEP] «ORGANIZATION] согласился заключить дополнительное соглашение по контролю состояния электробезопасности на объектах подрядных организаций, в том числе по контролированию состояния электрибезопасности для объектов подрядной организаций.",1797
Проект сервиса скважин,"[ORGANIZATION] по адресу [LOCATION] телефон: [CONTACT] ИНН [ID] КПП [ID] ОГРН [DOCUMENT_NUMBER] [DATE_TIME] No [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] [PERSON] [ORGANIZATION] по [DOCUMENT_NUMBER] об изменении платежных реквизитов Уважаемый [PERSON]! В соответствии с решением [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] информируем Вас, что в связи с переводом ранее открытых ОБС на Единый ОБС с [DATE_TIME] изменяются банковские реквизиты [ORGANIZATION] по договору на выполнение работ по цементированию обсадных колонн и хвостовиков, установке цементных мостов No [DOCUMENT_NUMBER] от [DATE_TIME] Просим руководствоваться данным изменением при составлении документации и отправке платежей в адрес [ORGANIZATION]. Новые Единые банковские реквизиты [ORGANIZATION]: р/с [FINANCIAL_DATA] в [ORGANIZATION] (АО) [LOCATION], БИК [FINANCIAL_DATA], к/с [FINANCIAL_DATA]. В случае необходимости оформления вышеуказанных изменений дополнительным соглашением прошу в рабочем порядке направлять запросы на адрес электронной почты: [CONTACT] [ORGANIZATION] надеется на долгое и плодотворное сотрудничество. Первый заместитель директора по производству [PERSON] Тел. [CONTACT] [PERSON] [SEP] В связи с переводом открытых ОБС на Единый ОБС изменяются банковские реквизиты «ORGANIZATION» и «DOCUMENT_NUMBER». В связь с этим «PERSON] просит руководствоваться данным решением при составлении документации и отправке платежей в адрес «OРГANCIAL_DATA».",1798
Блок технического директора,"[ORGANIZATION] ИНН/КПП [ID]/[ID] ОГРН [DOCUMENT_NUMBER] Юридический адрес: [LOCATION] р/с [FINANCIAL_DATA] Филиал [ORGANIZATION] к/с [FINANCIAL_DATA] БИК [ID] [CONTACT] [DATE_TIME] No[DOCUMENT_NUMBER] на No от Техническому директору [PERSON] Об объединении договоров Уважаемый [PERSON]! В ответ на Ваше письмо от [DATE_TIME] от [DOCUMENT_NUMBER] сообщаем о согласии на заключение соглашения о переносе объемов услуг по освоению скважин через сепарационную установку на скважинах [OBJECT] из договора No[DOCUMENT_NUMBER] от [DATE_TIME] в договор No[DOCUMENT_NUMBER] от [DATE_TIME] без изменения единичных расценок, сроков выполнения работ, срока действия договора и с уменьшением итоговой стоимости договора на [FINANCIAL_DATA] без НДС. Директор [PERSON] Исп.: [PERSON] Тел.: [CONTACT] Вх. No [DOCUMENT_NUMBER] от [DATE_TIME] [SEP] «PERSON» договорится о переносе объемов освоения скважин через сепарационную установку на скважинах «OBJECT» из договора No[DOCUMENT_NUMBER] в соглашение об объединении договоров.",1799
Проект «Обустройство Интересного лицензионного участка»,"[ORGANIZATION] Внутренний [LOCATION] [LOCATION]Documents Istitut: [CONTACT] [CONTACT] Телевизор: [CONTACT] Адрес электронной почты: [CONTACT] PTO ОККАМО [ID] INH ПАКА BIC P_13 Пи/с [FINANCIAL_DATA] c/ [ORGANIZATION] ПАШ ПАх_17 Ish Глава проекта [PERSON]! Будет осуществлен ряд строительных работ: строительство: [OBJECT кустарник из газовых скважин No [NUMBER]. Прошу Вас освободить материалы, запрошенные в контракте No [DOCUMENT_NUMBER], под условным обозначением [ORGANIZATION ATTACHMENTS]. [SEP] Строительство кустарника из газовых скважин No [NUMBER] может быть осуществлено под условным обозначением [ORGANIZATION ATTACHMENTS] в рамках строительства кустерника из газоскважины No «NUMБER». Глава проекта «PERSON» просит освободить материалы, запрошенные в контракте, под условном обозначение «ORГAНIZАTIOН ATТACHLMENТS] под условное обозначение [O",1800
Управление по проектным работам,"РОССИЙСКАЯ ФЕДЕРАЦИЯ Акционерное общество Институт Нефтегазпроект [ORGANIZATION] 209 Respubliki str., [LOCATION] Phone [CONTACT] INN [ID] E-mail: [CONTACT] No [DOCUMENT_NUMBER] от [DATE_TIME] На [DOCUMENT_NUMBER] от [DATE_TIME] Заместителю главного инженера - начальнику управления по проектированию объектов капитального строительства АО Гипровостокнефть [PERSON] gipvn@[CONTACT] Начальнику управления по проектно-изыскательским работам и взаимодействию с надзорными органами ООО Газпромнефть-Заполярье [PERSON] GPN-Zapolar@[CONTACT] О выдаче нагрузок на электроснабжение Уважаемый [PERSON]! По объекту Техническое перевооружение УПН (БМУПН) ЧНГКМ, взамен направленного письма No[DOCUMENT_NUMBER] от [DATE_TIME] О выдачи ТУ на электроснабжение, направляем Вам актуализированные расчеты электрических нагрузок с учетом емкости и электрообогрева, в рабочем порядке направлены на e-mail: [CONTACT]. Прошу Вас рассмотреть расчеты электрических нагрузок электроснабжения для подключения проектируемых печей (ПП). Генеральный директор [PERSON] [PERSON], ГИП, тел. [CONTACT] (доб.[CONTACT]) Система управления качеством соответствует национальным стандартам: ГОСТ Р ИСО 9001-2015 (ISO 9001:2015) ГОСТ Р ИСО 14001-2016 (ISO 14001:2015) ГОСТ Р ИСО 45001-2020 (ISO 45001:2018) Вх. No [DOCUMENT_NUMBER] от [DATE_TIME] [SEP] АО Гипровостокнефть (PERSON) «Газпромнефть-Заполярье (GPN-Zapolarнее) о выдаче нагрузок на электроснабжение для подключения проектируемых печей (ПП). Российская федеральная корпорация (PERSOН) предлагает рассматривать расчеты электрических нагрузок электроснабжения.",1801
Блок деректора по газу,[ORGANIZATION] [LOCATION] [CONTACT] [DOCUMENT_NUMBER] на [DATE_TIME] от [ORGANIZATION] на подтверждении достоверности измерений объемов товарного газа Директору по газу [ORGANIZATION] [PERSON] Уважаемый [PERSON]! В целях подтверждения достоверности измерений объемов товарного газа за [DATE_TIME] прошу Вас организовать [DATE_TIME] допуск и участие в формировании интервальных отчетов за месяц вычислителей/систем измерений по каждому измерительному трубопроводу и узлу измерений расхода газа на [OBJECT] [ORGANIZATION] ведущего инженера по автоматизации и механизации производственных процессов Управления автоматизации и метрологического обеспечения филиала [ORGANIZATION] [PERSON]. Главный инженер – первый заместитель генерального директора [PERSON] [CONTACT] [SEP] Директору по газу «ORGANIZATION] требуется подтверждение достоверности измерений объемов товарного газа за [DATE_TIME] в целях подтверждения достоверность измерений расхода газа за месяц.,1802
Блок технического директора,"[ORGANIZATION] [ID] [CONTACT] [LOCATION] [DOCUMENT_NUMBER] [DATE_TIME] О допуске к работе ДСТ Руководителю подразделения по транспортному обеспечению [ORGANIZATION] [PERSON] Уважаемые [PERSON]! В рамках Договора [DOCUMENT_NUMBER] от [DATE_TIME] (далее - Договор), [ORGANIZATION] оказывает автотранспортные услуги [ORGANIZATION] на [OBJECT]. Производственной программой к Договору, предусмотрено оказание услуг бездорожья на пневмоходу и дорожно-строительной техникой. На данной технике истек срок действия технического осмотра: 1. [FINANCIAL_DATA] [ID] – [DATE_TIME]; 2. [FINANCIAL_DATA] [ID] – [DATE_TIME]; 3. [FINANCIAL_DATA] [ID] – [DATE_TIME]; 4. [FINANCIAL_DATA] [ID] – [DATE_TIME]; Заблаговременное проведение технического осмотра самоходной техники на [OBJECT] специалистами [ORGANIZATION] города [LOCATION] невозможно, в связи с загруженностью единственного инспектора. Исходя из информации, полученной в результате переговоров с инспектором [ORGANIZATION], выезд запланирован на [DATE_TIME]. Учитывая вышеизложенное, просим допустить к работе вышеперечисленную технику до момента прохождения технического осмотра в установленном порядке и продлить срок действия пропусков до [DATE_TIME]. С уважением, Директор по транспорту [PERSON] [CONTACT] [PERSON] [SEP] В рамках Договоренного к Договору о предоставлении услуг бездорожья на пневмоходу и дорожно-строительной технике, который истек срок действия технического осмотра. Директор по транспортному обеспечению просит допустить технику до момента прохождения прохождения техническых осмотров в установленном порядке и продлить срок прохождения пропусков до [DATE_TIME».",1803
Блок директора по строительству,"[ORGANIZATION] [LOCATION], тел.: [CONTACT], E-mail: [CONTACT] [ID] / [ID], [DOCUMENT_NUMBER] На [DATE_TIME] No [DOCUMENT_NUMBER] [ORGANIZATION] Об изменении реквизитов организации Уважаемый [PERSON]! В соответствии с решением [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] информируем Вас, что в связи с переводом ранее открытых ОБС на Единный ОБС с [DATE_TIME] изменяются банковские реквизиты [ORGANIZATION] по договору подряда No [DOCUMENT_NUMBER] от [DATE_TIME]. Прошу руководствоваться данными изменениями при составлении документации и отправке платежей [ORGANIZATION]. Новые Единые банковские реквизиты [ORGANIZATION]: р/с [FINANCIAL_DATA] в [ORGANIZATION] (АО) г. Москва, БИК [FINANCIAL_DATA], к/с [FINANCIAL_DATA]. В случае необходимости оформления вышеуказанных изменений дополнительным соглашением прошу в рабочем порядке направить запросы на адрес электронной почты: [CONTACT]. Управляющий директор [PERSON] тел.: [CONTACT] (доб. [CONTACT]) эл.почта: [CONTACT] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат [ID] Владелец [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] [SEP] В связи с переводом открытых ОБС на Единный ОБС изменяются банковские реквизиты «ORGANIZATION». Изменения происходят из-за перевода ранее закрытых ОБС в Единый ОБС.",1804
