text,label
"Турбоколод Акционерное общество «Турбоколод» 107113, г. Москва, 1-я Рубинская ул., д. 3, стр. 1 тел: (499) 264-03-22; факс: (499) 264-35-93 E-mail: info@turbokholod.ru От 07.04.2025 г. № 526/02 в ООО «Газпромнефть-Заполярье» Исполнительный директор проекта «Нефтегазовое отопление» Г-н Жибери А.А. e-mail: GPN-Zapolar@yamal.gazpromneft.ru Тема: о направлении ориентировочного графика реализации проекта Уважаемый Алексей Александрович! В письменном запросе о формировании состава команды по турбоагрегатам на проект «Обустройство Тас-Юрхского месторождения» направлен ориентировочный план реализации проекта. Обращаем Ваше внимание, что обозначенные в графике сроки поставки несут обязательный характер и зависят от согласования комплекта конструктивной документации, передачи прав по договору поставки и авансирования изготовления. С уважением, Начальник управления по реализации проектов Жарко А.А.","Проект ""Нефтяные оторочки"""
"Газпром добыва Уренгой Общество с ограниченной ответственностью «Газпром добыва Уренгой» (ООО «Газпром добыва Уренгой») Генеральному директору ООО «Газпромнефть-Заполярье» М.В. Федорову улица Железнодорожная, дом 8, город Новый Уренгой, городской округ город Новый Уренгой, Ямало-Ненецкий автономный округ, Российская Федерация, 629305 тел.: +7 (3494) 94-81-11, факс: +7 (3494) 22-04-49 e-mail: gdu@gd-urengoy.gazprom.ru, www.urengoy-dobycha.gazprom.ru ОКПО 05751745, ОГРН 1028900628932, ИНН 8904034784, КПП 997250001 24.05.2025 № 00-31/25-8488 на № от О направлении информации по обращению с отходами бурения Уважаемый Максим Владимирович! В соответствии с п.10.3 операторских договоров от 29.12.2018 №ГПН-3-2018-350, от 29.11.2019 № ГНЗ-19/29000/00360/Д/01, от 28.11.2019 № ГНЗ-19/29000/00357/Д/17 и от 31.08.2021 № ГНЗ-21/29000/00766 прошу Вас направить в адрес ООО «Газпром добыва Уренгой» кадастровые номера земельных участков, на которых осуществляет деятельность ООО «Научно-исследовательский институт экологии и рационального использования природных ресурсов» и ООО «СеверЭкоСервис» в рамках оказания услуг ООО «Газпромнефть-Заполярье» по утилизации отходов бурения, а также договоры на отчуждение полученной продукции/строительного материала, образованной в результате утилизации отходов бурения. Главный инженер-первый заместитель генерального директора И.В. Игнатов Лешан Дмитрий Георгиевич 94-80-28",Блок заместителя генерального директора по производственной безопасности
"Строительно-монтажная компания АВРОРА Общество с ограниченной ответственностью «Аврора» 460037, Россия, г. Оренбург ул. Пермская, 2а тел/факс: (3532) 67-05-88. avrora92@list.ru Исх. № 11 от 02 апреля 2025 г. Директору по капитальному строительству ООО «Газпромнефть-Заполярье» В.В. Белякову Сопроводительное письмо Уважаемый Владимир Владимирович! Просим Вас принять выполнение за март 2025 г., повторно направленное посредством ЭДО 01.04.2025, в связи с аннулированием ранее подписанных документов вследствие технического сбоя программы Диадок (причина устанавливается). Данная ситуация является первичной, носит исключительный характер и не является систематической. Нами будут приняты все меры о недопущении подобной ситуации. Директор С.А. Пономаренко Главный бухгалтер А.В. Бровкина Исполнитель: Бровкина А.В. Тел: 8(3532)67-05-88 (101) Газпромнефть-Заполярье, ООО Вх. № 004459 от 02.04.2025",Блок директора по капитальному строительству
"ГАЗПРОМ МОРСКИЕ ПРОЕКТЫ Общество с ограниченной ответственностью «Газпром морские проекты» (ООО «Газпром морские проекты») Адрес для почтовой корреспонденции: а/я 12748, г. Красноярск, 660075 Юридический адрес: ул. Маерчака, д. 10, г. Красноярск, Красноярский край, 660075 тел.: +7 (391) 256-80-30, +7 (391) 256-80-33, +7 (495) 966-25-50 факс: +7 (391) 256-80-32 e-mail: office@gazprom-seaprojects.ru, www.seaprojects.gazprom.ru ОКПО 56904297, ОГРН 1022402660576, ИНН 2466091092, КПП 246001001 04.04.2025 № П/1629 на № от О запросе исходной информации Уважаемый Евгений Олегович! На основании направления-заказа № 51, заключаемого в рамках договора от 13.04.2020 № ГНЗ-20/11018/00136/P/06-03 по объекту: «Обустройство 3 Ачимовского участка Уренгойского месторождения. Карьеры грунта. Корректировка», ООО «Газпром морские проекты» приступает к корректировке ранее разработанного технического проекта «Карьер 31-08п-16». В соответствии с пунктами 9÷11, 31, 36 задачи на проектирование просим Вас предоставить: 1. Планируемый объем добываемых работ на месторождении песка «Карьер 31-08п-16» с распределением по годам и режим работы карьера. 2. Сведения о подрядных организациях по добыче песка гидромеханизированным способом (при наличии) и их оснащенность техническими средствами. 3. Транспортную инфраструктуру месторождения, с указанием объектов инфраструктуры (база МТР, пожарное депо, медицинский пункт, водохранилище, полигоны бытовых и промышленных отходов, канализационные очистные сооружения, вахтовый жилой поселок). По возможности предоставить ситуационный план с объектами в формате dwg (AutoCAD). 4. Логистическую схему доставки бaux и рабочих смен. 5. Логистическую схему перебазировки техники с обозначением пункта отправления — пункта назначения («Карьер 31-08п-16»), вида транспорта и среднего расстояния доставки. 6. Исходные данные для подготовки сметной документации, в т.ч. данные сборника сметных цен (ССЦ) на материально-технические ресурсы, трудовые ресурсы и оборудование по состоянию на год начала разработки карьера. 7. Копию доверенности на лицо, уполномоченное совершать действия, связанные с оформлением карьеров ОПИ. 8. Информацию по существующим комплексам по накоплению, утилизации отходов производства, а также наличию договоров передачи отходов производства. I-IV класса для размещения на полигонах муниципальных и/или других компаний соответствующего профиля. Главный инженер - заместитель генерального директора Г.С. Оганов Г.П. Фисенко (391) 256-80-30 доб. 12-25",Управление по проектно-изыскательским работам и взаимодействию с надзорными органами
"ГАЗПРОМ ЭНЕРГО Общество с ограниченной ответственностью «Газпром энерго» (ООО «Газпром энерго») Адрес для корреспонденции: ул. Стартовая, д. 6, лит. Д, г. Санкт-Петербург, Российская Федерация, 196210 тел.: +7 (812) 609-76-57 e-mail: info@adm.energo.gazprom.ru, www.gazpromenergo.gazprom.ru ОКПО 18584757, ОГРН 1027739841370, ИНН 7736186950, КПП 775050001 28.04.2025 № ПЕ-04/1443 на № от О предоставлении документов предприятия Уважаемый Максим Владимирович! Для заключения соглашения о перемене стороны по договору на выполнение проектно-изыскательских работ по объекту «Внешнее электроснабжение Тас-Юряхского и Верхневилючанского месторождений», просим Вас предоставить актуальные регистрационные (учредительные) документы и карточку предприятия. Заместитель генерального директора по ремонту и капитальному строительству П.А. Ерошенко Р.Ю. Шашкин (812) 609-76-43","Проект ""Нефтяные оторочки"""
"Публичное акционерное общество «Подзембургаз» (ПАО «Подзембургаз») Буровая ул., д.20, г. Щелково, Московская обл., 141101, Тел.: +7(495) 745-01-61, E-mail: reception@podzemburgaz.ru, www.podzemburgaz.ru ОКПО 00156179, ОГРН 1025006519757, ИНН 7719091049 От 30.05.2025 № ПБГ-УСХ-0452/25 на № 06/5/006652 от 19.05.2025 «О заключении дополнительного соглашения №4 к Договору №ГНЗ-24/10000/01266 от 02.12.2024» Уважаемый Александр Анатольевич! В ответ на Ваше письмо, сообщаем следующее, что ПАО «Подзембургаз» готово заключить Дополнительное соглашение №4 к Договору, предусматривающего приведение объемов работ 2024 года к фактическим, перераспределение объемов работ по годам. Перевод не освоенного гарантированного объема работ 2024 года в гарантированный объем работ 2025 года в количестве 1485 бр/часов. Частичный перевод негарантированного объема работ 2024 года в гарантированный объем работ 2025 года в количестве 884 бр/часов. Частичный перевод негарантированного объема работ 2024 года в негарантированный объем работ 2025 года в количестве 3631 бр/часов. Перевод ставки мобилизации бригадного оборудования гарантированного объема работ 2024 года в гарантированный объем работ 2025 года в количестве 2 бригад. Перевод ставки мобилизации бригадного оборудования негарантированного объема работ 2025 года в гарантированный объем работ 2025 года в количестве 2 бригад. Исключение ставки демобилизации бригадного оборудования негарантированного объема работ 2025 года в количестве 1 бригады. Первый заместитель Генерального директора - заместитель Генерального директора по управлению проектами A.B. Сергаев Исп.: А.В Клюиков Заместитель руководителя проекта Тел.: +7 (495) 745-01-95 доб. 34-022",Блок директора по вводу новых мощностей
"Офисно-общественный комплекс «Гринвуд», стр.15 п/о Путилково, 69 км МКАД Красногорский р-н, Московская обл. Россия, 143441 Тел.: +7 (3812) 91-91-61 E-mail: rs-spb@omc.ru www.omc.ru Исх. № И-2025-0510 от «08» апреля 2025 г. Заместителю генерального директора по организационным вопросам ООО «Газпромнефть-Заполярье» И.П. Пирожку О дополнительном персонале Уважаемый Игнат Павлович! ООО «Партнеры Ноябрьск» оказывает услуги по комплексному обслуживанию объектов социально - бытового назначения на Бованенковском НГКМ в рамках договора № ГНЗ-22/10000/00273/P от 21.02.2022 г. на Бованенковском НГКМ (далее - Договор). Настоящим письмом просим Вас согласовать количество дополнительно персонала, привлекаемого для оказания услуг по Договору на объектах ""Базы Бурения"" с 01.05.2025 г. в количестве 17 человек в вахту согласно списку в Приложении. [ATTACHMENTS]",Блок заместителя генерального директора по организационным вопросам
"Общество с ограниченной ответственностью «АкТрансСервис» ООО «АТС» ГЕНЕРАЛЬНЫЙ ДИРЕКТОР Почтовый адрес: 660064, г. Красноярск, а/я 2501 Юридический адрес: 660064, г. Красноярск, пр-кт им. Газеты Красноярский рабочий, зд. 199, корп. 1, пом. 210 Тел.: (391) 220-59-75, e-mail: info@atslogistik.ru ОГРН 1092468014649, ИНН/КПП 2466219666/ 246401001 24.04.2025г. № 333 На № от О проведении автопробега Уважаемый Максим Владимирович! Между ООО «АТС» (далее – Исполнитель) и ООО «Газпромнефть-Заполярье» (далее – Заказчик) заключен договор № ГНЗ-22/01400/00635/P от 20.06.2022г. на оказание транспортных услуг на проекте «Нефтяные оторочки Чаяндинского НГКМ». В рамках проведения праздничных мероприятий, посвященных 80-летию Победы в Великой Отечественной войне 1941-1945 гг., предлагаем организовать автопробег транспортных средств подрядных организаций по территории ЧНГКМ. ООО «АТС» готово оказать необходимую поддержку в организации данного мероприятия. С уважением, Андрианов М.И.",Блок Технического директора
"Общество с ограниченной ответственностью «Благоустройство Запсиба» 119602, г. Москва, вн.тер.г. Муниципальный округ Тропарево-Никулино, Мичуринский проспект, Олимпийская деревня, д. 3, этаж 3, офис 325 ОГРН 1024201671713 ИНН/КПП 4216008105/772901001 Заместитель генерального директора по организационным вопросам ООО «Газпромнефть-Заполярье» И.П. Пирожок Уважаемый Игнат Павлович!! Настоящим лицом ООО «Благоустройство Запсиба» подтверждает, получение претензии Рег. № 04/015241 от 28.12.2024. Рассмотрев предоставленные материалы ООО «Благоустройство Запсиба» принимает замечания, отраженные в АКТе, а именно из предоставленных материалов подтверждается факт наличия насекомого у питающегося на рационе завтрак в столовой участка УНГКМ. Ввиду вышеприведенного ООО «Благоустройство Запсиба» применило меры дисциплинарного взыскания к сотруднику столовой, допустившему приготовление пищи некачественный продукт. Также ООО «Благоустройство Запсиба» проведет внеочередное собрание со всеми сотрудниками столовой участка УНГКМ на предмет соблюдения санитарно-гигиенических правил и норм в части организации общественного питания, безопасности пищевой продукции. Учитывая, что после выявления данного случая были предприняты меры по недопущению подобных случаев, персоналом ООО «Благоустройство Запсиба» была немедленно проведена генеральная уборка всех складских помещений, утилизированы все скрытые упаковки с крупой, зерном и т.д., просим Вас не применять штраф, указанный в претензии Рег. № 04/015241 от 28.12.2024 в размере 50 000 (пятьдесят тысяч) рублей 00 копеек. Генеральный директор ООО «Благоустройство Запсиба» Ю.В. Савватеев",Блок заместителя генерального директора по организационным вопросам
"Общество с ограниченной ответственностью «Газпром комплектация» (ООО «Газпром комплектация») Московский пр., д. 139, корп. 1, стр. 1, г. Санкт-Петербург, Российская Федерация, 196105 для корреспонденции: BOX 1428, г. Санкт-Петербург, 200961 тел.: +7 (812) 613-00-67, факс: +7 (812) 613-03-33 e-mail: komplekt@gazprom.ru, www.komplekt.gazprom.ru ОКПО 05030632, ОГРН 1027700501113, ИНН 7740000044, КПП 783450001 15.01.2025 № 50-01/МС-000704 на № от О передаче документации Уважаемые руководители! В соответствии с обращением ООО «Газпромнефть-Заполярье» от 14.01.2025 № 17/000288 ( [ATTACHMENTS]",Блок заместителя генерального директора по закупкам
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТРАНСПОРТНАЯ КОМПАНИЯ «СИБИРСКИЙ РЕГИОН» (ООО ТК «СИБИРСКИЙ РЕГИОН») Адрес местонахождения: 197229, г. Санкт-Петербург, вн.тер.г. муниципальном округе, Лахта-Ольгино, ул. Новая, д. 51, к.3 стр.1, помещ. 1-Н Тел.: +7 (911) 830-72-72, +7 (911) 830-74-74; e-mail: sibregion86@mail.ru Адрес местонахождения Обособленного подразделения №1: 629807, ЯНАО, г. Ноябрьск, ул. Ленина, д. 67; Адрес местонахождения Обособленного подразделения №2: 628001, ХМАО-Югра, г. Ханты-Мансийск, ул. Свободы, д. 2 Б; Адрес местонахождения Обособленного подразделения №3: 625051, Тюменская область, г. Тюмень, ул. Николая Гондатти 3/2. Тел.: +7 (3452) 56-17-16, факс: +7 (3452) 56-20-26, ОРГН 1118602011241, ИНН 8602185748, www.sibreg72.ru 14.05.2025 г. № УЭМР-1325-ЧМ О допуске персонала к работам в действующих электроустановках Уважаемый Владимир Геннадьевич! В соответствии с договором подряда № ГНЗ-23/11000/00955/P между ООО «Газпромнефть- Заполярье» и ООО ТК «Сибирский регион» от 05.07.2023 г. для проведения строительных монтажных работ на следующих объектах строительства: «Реконструкция Установки Поготовки нефти Чаяндинского НГКМ». Прошу Вас допустить ООО ТК «Сибирский регион» в качестве командира бригады (ytb. приказом Минтруда России от 15.12.2020 №903н, с изменениями на 29.04.2022), с предоставлением права выдачи направлений, бригады ответственных руководителей, проводников по охране труда, электробезопасности, пожарной безопасности на объекте, соответствующем их должностным обязанностям. [ATTACHMENTS]",Блок Технического директора
"Общество с ограниченной ответственностью «Газпромнефть-Оренбург» (ООО «Газпромнефть-Оренбург») Юридический адрес: Россия, 460024, г. Оренбург, ул. Краснознаменная, д. 56/1 ИНН 5610218014, КПП 561001001 ОГРН 1165658052450 Адрес для корреспонденции: Россия, 460024, г. Оренбург, ул. Краснознаменная, д. 56/1 Тел.: +7 (3532) 91-37-47. Факс: +7 (3532) 91-37-57 e-mail: orb-priemnaya@gazprom-neft.ru www.orb.gazprom-neft.ru на №_________________________ от__________________________ ООО «Газпромнефть-Заполярье» Заместителю генерального директора – техническому директору Столярову В.И. Уважаемый Вадим Игоревич! В ответ на Ваше письмо № 09/0066604 от 16.05.2025г., информирую что: — В трубопроводе ДУ700 максимально разрешенное давление 8 МПа, для обеспечения нормального технологического режима УПНГ ВУ ОНГКМ давление поддерживается в диапазоне 5,8-6,2 МПа. — Технически возможно поднять давление в трубопроводе до 7,5 МПа, но в данном случае требуется оценка влияния на: загруженность ГПА, изменение входного давления на УПНГ, изменение давления газлифтного газа, а также влияния на фонд добывающих скважин. — По программе ЦИН планируется к реализации в 2027 проект «Установка осушки газа. Этап 1 НТС» для нужд газлифтного способа эксплуатации. Далее в период 2029-2030 гг. планируется реализация проекта «Установка осушки газа. Этап 2 ТДА» направленного на осушку газа направляемого в Ду700, после реализации которых максимальное возможное давление в трубопроводе Ду700 составит 6,5 МПа. С уважением, Заместитель генерального директора- Директор по газу Р.Н. Исмагилов Клюкин В.Ю. Тел: +7 (3532) 91-37-53 (доб. 1165) 000 «ГАЗПРОМНЕФТЬ- ОРЕНБУРГ»",Блок Технического директора
"Общество с ограниченной ответственностью «СибПромСтрой» Юридический адрес: 634015, Томская область, г. Томск, ул. Айвазовского, 29 Почтовый адрес: 636785, Томская обл., г. Стрежевой, ул. Транспортная 15, стр. 12 тел., факс: (38-259) 6-84-88 приемная тел.: (38-259) 6-85-10 бухгалтерия тел.: (38-259) 6-84-95 НТО тел.: (38-259) 6-84-89 транспортный отдел e-mail to: sibpromstroi@sps70.ru ОГРН 1087017004480 от 26.02.2008г. ОКТМО 69701000 ОКВЭД 41.2 (основной), 43.12, 43.99, 43.3, 43.2 ИНН 7017205440 КПП 701701001 БИК 045004850 р/с 4070 2810 8095 4000 0849 к/с 3010 1810 1000 0000 0850 Новосибирский социальный коммерческий банк ПАО ""Левобережный"" Исх. № 781 24.04.2025 г. Руководителю проекта ""Обустройство объектов инфраструктуры Уренгойского лицензионного участка"" А.А. Жукову Копия: Начальнику отдела Обустройство площадочных объектов ООО «Газпромнефть-Заполярье» Камаеву В.Ю Уважаемый Артем Анатольевич! При выполнении строительно-монтажных работ на объекте: - «Конденсатопровод Песцового м/п» был использован ниже указанный ТМЦ с объекта «Куст скважин №2 Песцовое м/п (инж.сети)». Прошу Вас согласовать перемещение данного ТМЦ со склада 1052 на склад 1235 на вышеуказанный объект, для дальнейшего списания. Материал | Мат.нмр | Базовая ЕИ | Кол-во | СПП нмр --------- | ------- | ---------- | ------- | -------- 770001307510 | Труба 114х6-K52-4 | м | 1,263 | Куст скважин №2 Песцовое м/п (инж.сети) НГКМ (1052) | Конденсатопровод Песцового м/п (склад 1245) Директор B.H. Хорошилов Исполнитель: инженер НТО Доброва Е.А. Тел.: 8 (38259) 6-84-95, Эл.адрес: pto@sps70.ru",Блок директора по капитальному строительству
"ГАЗПРОМ БУРЕНИЕ Общество с ограниченной ответственностью «Газпром бурение» (ООО «Газпром бурение») Филиал «Астрахань бурение - Западная Сибирь» ООО «Газпром бурение» Промышленная зона, МО «Джанайский сельсовет», Красноярский р-н, Астраханская обл., Российская Федерация, 416168 тел.: +7(8512)23-01-10, факс: +7(8512)23-02-01, e-mail: mail@astr.burgaz.ru, www.burgaz.ru ОКПО 00156251 ОГРН 1028900620319, ИНН 5003026493, КПП 300603001 28.04.2025 № 873/25-Аб на № от Об исключении НПВ Уважаемый Владимир Михайлович! В соответствии с Договорами подряда от 22.10.2024 №ГНЗ- 24/10000/01090/P и ГНЗ-24/10000/01091/P, филиал «Астрахань бурение – Западная Сибирь» ООО «Газпром бурение» выполняет работы по строительству эксплуатационных скважин на Оренбургском ГКМ для нужд ООО «ГПН-Заполярье». Согласно требований технического задания на выполнение работ по «Бурение эксплуатационных скважин по суточной или фиксированной ставке (в т.ч. Мобильными установками)» на Оренбургском ГКМ строительство эксплуатационных скважин выполняется с использованием бурильного инструмента СБТ 114.3x10.92 мм S 18 град. В связи с отсутствием СБТ данного типоразмера и группы прочности в филиалах Общества, профильными специалистами проведены тендерные процедуры для закупки СБТ-114мм. На согласование нормативно-технической документации, необходимых согласно ТЗ бурильных труб потребовались значительные временные затраты. Поставка СБТ, согласно графика завода изготовителя, в количестве 150тн - до 30.04.2025г, 54тн - до 15.06.2025г. На основании вышеизложенного до поставки СБТ, согласно графика завода – изготовителя, просим Вас отразить в сетевом графике (глубина-день) на строительство эксплуатационной скважины №457 G время, затраченное на выброс с укладкой на стеллажи секции СБТ-127 и сборку СБТ 89мм. [ATTACHMENTS]",Блок директора по вводу новых мощностей
"02.04.2015 № 0399/25 - 448С на № от Начальнику управления по бурению ООО «Газпромнефть-Заполярье» С.А. Митрохину О заключении дополнительного соглашения Уважаемый Сергей Александрович! ООО «Центр цементирования скважин» (далее – Общество) высоко ценит совместную работу с ООО «Газпромнефть-Заполярье» и выражает благодарность за многолетнее сотрудничество и взаимопонимание. Общество выполняет работы по цементированию обсадных колонн и хвостовиков, установке цементных мостов в соответствии с заключенным договором №ГНЗ-24/10000/00122/P от 22.02.2024 Настоящим письмом выражаем свое согласие на заключение Дополнительного соглашения №3 к Договору №ГНЗ-24/10000/00122/P по предмету: «Перевод из негарантированного объема работ 2023г. в гарантированный 2025г. 4 (четыре) скважины без изменения единичных расценок, срока выполнения работ, срока действия Договора, общей стоимости и общего объема работ по Договору». Надеемся на дальнейшее взаимовыгодное сотрудничество. [ATTACHMENTS]",Блок директора по вводу новых мощностей
"ГАЗПРОМ НЕФТЬ Общество с ограниченной ответственностью «Газпромнефть-Снабжение» (ООО «Газпромнефть-Снабжение») Техническому директору ООО ""Газпромнефть-Заполярье"" В.И. Столярову Юридический адрес: Россия, 644089, Омск, ул. Доковская, 23 Адрес для корреспонденции: ул. Доковская, д. 23, г. Омск, 644040 тел.: +7 (3812) 22-44-47, факс.: +7 (3812) 22-44-47, e-mail: gpns@gazprom-neft.ru, supply.gazprom-neft.ru ОКПО 14926714, ОГРН 1035501014284, ИНН 5501072608, КПП 550101001 No на No от О применении рентабельности Уважаемый Вадим Игоревич! Настоящим письмом направляем расчет рентабельности и абонентского вознаграждения на оказание услуг по организации авиационного обеспечения на 2025 – 2026гг, для последующего заключения Дополнительного соглашения. Принимая во внимание произошедшие изменения в законодательстве в части трансфертного ценообразования, учитывая налоговые риски, кассовые разрывы со стороны ООО «Газпромнефть-Снабжение», проведен анализ структуры затрат и доходов за период 2021-2024, подготовлен презентационный материал, отражающий текущие условия и предложения на 2025-2026г. В связи с чем, просим рассмотреть направляемые в Ваш адрес материалы и ответным письмом подтвердить готовность принятия изложенных условий или сообщить дату для проведения совместного обсуждения в случае возникновения вопросов с Вашей стороны. [ATTACHMENTS]",Блок Технического директора
"ГАЗПРОМ ИНВЕСТ Общество с ограниченной ответственностью «Газпром инвест» (ООО «Газпром инвест») ул. Стартовая, д. 6, лит. Д, г. Санкт-Петербург, Российская Федерация, 196210 тел.: +7(812)455-17-00, факс: +7(812)455-17-41, e-mail: office@invest.gazprom.ru, www.invest.gazprom.ru КПП 997450001, ОКПО 82129203, ИНН 7810483334, ОГРН 1077847507759 По списку рассылки О направлении Заявок по корпоративной приемке МТР Уважаемые руководители! В рамках исполнения пункта 3.3. Правил оформления и направления заявок для организации и проведения корпоративной приемки материально-технических ресурсов (далее – Правила), доведенные письмом ПАО «Газпром» от 01.03.2024 № 06/46-577 (прилагаются), в адрес ООО «Газпром газнадзор» направлено письмо от 03.04.2025 № 04/023-7349 (прилагается), о передаче полномочий подрядным организациям по направлению Заявок. На основании вышеизложенного, в соответствии с Правилами, просим вас организовать корпоративную приемку материально-технических ресурсов посредством направления Заявок в адрес ООО «Газпром газнадзор». [ATTACHMENTS]",Блок заместителя генерального директора по закупкам
"433502, YнбяHобckaя oбя. т. Думмтробграя, ун. Ганенкоба, 48/1 МНН 7302021384 КНП 730201001 ОКПО 25435667 ОКВЭД 51.12.2 ОРН 1027300544523 р/с 40702810400000045860, БИК 044525823 к/с 30101810200000000823 БАНК ТНБ (АО) г. Москва Тел.(84235) 2-86-55, 5-71-32, 5-43-80 От 07.04.2025 г. № 471/04 Заместитель генерального директора по материально-техническим ресурсам ООО «Газпромкомплектация» Сироткин М.А. Заместитель исполнительного директора по инженерно-технической инфраструктуре ООО «Газпромнефтб-Заполярье» Симонов С.В. Заместитель главного инженера- начальника бурового ООО «Газпромпроектование» Саратовский филиал Махунов И.А. Уважаемые господа! В ответ на письмо ООО «Газпромпроектование» Саратовский филиал № 04/02/05-3598 от 17.03.2025 о направлении измененной типовой схемы обвязки аппарата 610КА емкости-регулятора насыщенного метанола 50Е-3, с установкой дроссельной шайбы, прошу направить технологический расчет, дополнительно, уточнить конструкцию и внутренний диаметр дроссельной шайбы. Коммерческий директор А.В. Беркутов Исп. Хуснутдинов А.М.","Проект ""Нефтяные оторочки"""
"Кому: Начальнику управления по бурению ООО «Газпромнефть-Заполярье» С.А. Митрохину Исх. №: 41 Дата: 23.04.2025 г. Тема: О предоставлении информации Уважаемый Сергей Александрович! Общество с ограниченной ответственностью «ПолиЭко» согласно договору с ПАО «Газпром» № 881 от 29.08.2024 г. оказывает услуги по технологическому надзору (контролю) за строительством эксплуатационных скважин (супервайзинг буровых и тампонажных растворов) на Тас-Юряхском месторождении. На территории месторождения устанавливаются контрольно-пропускные пункты (КОП), в частности - куст №5 Тас-Юряхского месторождения. По информации от представителей КОП, у сотрудников компании ООО «ПолиЭко» должны быть пропуска, выданные ООО «Газпромнефть-Заполярье». Для недопущения нарушения проходного режима и для выполнения процедуры получения пропусков от ООО «Газпромнефть-Заполярье», просим Вас пояснить механизм оформления пропусков для сотрудников нашей компании. Генеральный директор П.Э. Камский",Блок директора по вводу новых мощностей
"СтройПроектСервис ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ у. Аеси Укранки, д. 35, г. Мпкутск, 664074 тел./факс (3952) 48-60-01, 48-60-42 e-mail: office@sps38.pro ОКПО 83488855, ОГРН 1073812008643, ИНН/КПП 3812100526/381201001 09.04.2025 № 14/CУ130-СПС-2345/25 Руководителю проекта ""Обустройство кустовых площадок Чоха Нефть"" ООО ""ГАЗПРОМНЕФТЬ-ЗАПОЛЯРЬЕ"" Птицыны Д.В. О согласовании заключения Наряд-заказа №4 Уважаемый Денис Витальевич! Наравляю Вам подписанный со стороны ООО ""СтройПроектСервис"" Наряд-Заказ №4 к договору №ГНЗ-24/11000/00730/P от 25.07.2024 на выполнение работ по объекту: «Обустройство Игнялинского НГКМ. Куст cкважин N°2М. Нефтесборный трубопровод от КП N°2М до УПН. Куст скважин N°6М. Трубопровод нефтесборный К.6М до т.вр в нефтесборный коллектор от КП N°2М до УПН. Куст скважин N°16М. Нефтесборный трубопровод от КП N°16М до УПН». Приложении: Наряд-Заказ №4 на 26л. Заместитель генерального директора - Финансовый директор M.P. Ильговский T.A. Vinogradova 8 (3952) 48-60-01, доб. 0-404 vinogradova_ta@sps38.pro",Блок директора по капитальному строительству
"Общество с ограниченной ответственностью «Газпром инвест» (ООО «Газпром инвест») Филиал «Ноябрьск» ДИРЕКТОР тер. Промузел Пелей, панель V, д. 4, г. Ноябрьск, Ямало-Ненецкий автономный округ, Российская Федерация, 629805 тел.: 8 (3496) 427-427, факс: +7 (812) 455-17-41 e-mail: office.noyabrsk@invest.gazprom.ru, www.invest.gazprom.ru ОКПО 82129203, ОГРН 1077847507759, ИНН 7810483334, КПП 890543001 на № от О внесении изменений в ПД Уважаемый Владимир Михайлович! Филиалом ООО «Газпром инвест» «Ноябрьск» (далее – Филиал) письмом от 12.05.2025 № 27/1/6/011-5962-НБ в адрес ООО «Газпромнефть-Заполярье» направлен запрос о внесении планов организации рельефа и схем земляных масс кустовых площадок Чаяндинского НГКМ, разработанных силами ООО «Газпромнефть-Заполярье», в раздел № 4 «Конструктивные решения» проектной документации «Групповой рабочий проект на строительство боковых стволов в эксплуатационных газовых скважинах Чаяндинского НГКМ» (далее – ПД). По состоянию на 27.05.2025 ответ в адрес Филиала не поступил. Повторно просим Вас учесть планы организации рельефа и схемы земляных масс кустовых площадок Чаяндинского НГКМ, разработанных силами ООО «Газпромнефть-Заполярье», в разделе № 4 «Конструктивные решения» ПД. [ATTACHMENTS]",Блок директора по вводу новых мощностей
